name,price,capacity,price_per_gb,type,cache,form_factor,interface,snapshot_date
VisionTek DLX3,81.05,1000.0,0.081,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
VisionTek DLX3,56.99,512.0,0.111,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Seagate Nytro Enterprise,1999.95,1920.0,1.042,SSD,,2.5,SAS 12.0 Gb/s,2023-09-12
Intel 535,299.0,360.0,0.8310000000000001,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel X25-M,199.0,160.0,1.244,SSD,,2.5,SATA 3.0 Gb/s,2023-09-12
Hitachi A7K2000,36.47,500.0,0.073,7200,32.0,3.5,SATA 3.0 Gb/s,2023-09-12
Seagate ST2000NX0343,369.95,2000.0,0.185,7200,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Hitachi s842,298.81,800.0,0.374,SSD,,2.5,SAS 6.0 Gb/s,2023-09-12
VisionTek Go Drive,194.48,240.0,0.81,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Crucial MX200,397.77,250.0,1.591,SSD,,mSATA,mSATA,2023-09-12
Seagate ST600MM0158,39.74,600.0,0.066,10000,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
VisionTek Go Drive,216.09,1000.0,0.216,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Toshiba PH3400U-1I72,165.0,4000.0,0.041,7200,128.0,3.5,SATA 6.0 Gb/s,2023-09-12
Intel DC P3600,459.74,400.0,1.149,SSD,,2.5,U.2,2023-09-12
Transcend MTS800,120.95,256.0,0.472,SSD,,M.2-2280,M.2 SATA,2023-09-12
Kingston SSDNow V310,300.0,960.0,0.312,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel 530,139.99,240.0,0.583,SSD,,mSATA,mSATA,2023-09-12
HP Value Endurance SFF,219.99,240.0,0.917,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate 1200 SSD,3062.5,800.0,3.828,SSD,,2.5,SAS 12.0 Gb/s,2023-09-12
Crucial M550,337.77,128.0,2.639,SSD,,mSATA,mSATA,2023-09-12
Samsung Spinpoint F3,58.4,250.0,0.234,7200,16.0,3.5,SATA 3.0 Gb/s,2023-09-12
IBM 90Y8572,399.0,2000.0,0.199,7200,,3.5,SAS 6.0 Gb/s,2023-09-12
VisionTek mSATA,99.99,480.0,0.208,SSD,,mSATA,mSATA,2023-09-12
VisionTek mSATA,82.5,240.0,0.344,SSD,,mSATA,mSATA,2023-09-12
Kingston SSDNow KC300,139.99,180.0,0.778,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Kingston KC300,239.99,480.0,0.5,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Kingston KC300,199.99,240.0,0.833,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Lenovo ThinkPad,99.0,500.0,0.198,7200,32.0,2.5,SATA 3.0 Gb/s,2023-09-12
Crucial M500,217.77,240.0,0.907,SSD,,mSATA,mSATA,2023-09-12
Intel DC S3500,142.0,160.0,0.887,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Constellation CS,140.0,3000.0,0.047,7200,64.0,3.5,SATA 6.0 Gb/s,2023-09-12
Intel 520,85.49,60.0,1.425,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Western Digital AV-25,196.0,500.0,0.392,5400,16.0,2.5,SATA 3.0 Gb/s,2023-09-12
Seagate Constellation.2,56.13,250.0,0.225,7200,64.0,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Momentus,38.99,500.0,0.078,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
Hitachi 0Y30055,135.0,500.0,0.27,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
Intel 530,301.13,480.0,0.627,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel DC S3710,229.12,800.0,0.286,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
VisionTek PRO2,25.82,250.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Plextor M8VC,144.53,128.0,1.129,SSD,256.0,2.5,SATA 6.0 Gb/s,2023-09-12
VisionTek PRO HXS,15.18,120.0,0.127,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel DC P3500,427.5,2000.0,0.214,SSD,,2.5,U.2,2023-09-12
Seagate Exos X18,440.05,18000.0,0.024,7200,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
Intel D3-S4520,166.45,1920.0,0.087,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel D3-S4620,427.45,3840.0,0.111,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Western Digital RE3,60.73,750.0,0.081,7200,32.0,3.5,SATA 3.0 Gb/s,2023-09-12
Western Digital RE3,24.99,250.0,0.1,7200,16.0,3.5,SATA 3.0 Gb/s,2023-09-12
Western Digital RE2-GP,58.28,1000.0,0.058,7200,16.0,3.5,SATA 3.0 Gb/s,2023-09-12
Western Digital Caviar Green,194.47,750.0,0.259,5400,32.0,3.5,SATA 3.0 Gb/s,2023-09-12
Western Digital Scorpio Black,47.0,250.0,0.188,7200,16.0,2.5,SATA 3.0 Gb/s,2023-09-12
Western Digital Scorpio Blue,135.0,640.0,0.211,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
Western Digital AV-GP,46.72,320.0,0.146,5400,8.0,3.5,SATA 3.0 Gb/s,2023-09-12
Intel X25-M,205.1,160.0,1.282,SSD,,2.5,SATA 3.0 Gb/s,2023-09-12
Samsung Spinpoint M7,65.0,320.0,0.203,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
Lenovo 5300,172.76,960.0,0.18,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Samsung Spinpoint M7E,89.99,320.0,0.281,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
Seagate Momentu,69.44,500.0,0.139,7200,16.0,2.5,SATA 3.0 Gb/s,2023-09-12
Seagate Constellation ES,99.0,1000.0,0.099,7200,32.0,3.5,SATA 3.0 Gb/s,2023-09-12
Western Digital Caviar Blue,114.31,750.0,0.152,7200,32.0,3.5,SATA 6.0 Gb/s,2023-09-12
Western Digital Caviar Green,99.95,750.0,0.133,5400,64.0,3.5,SATA 3.0 Gb/s,2023-09-12
Seagate BarraCuda,54.0,320.0,0.169,7200,16.0,3.5,SATA 6.0 Gb/s,2023-09-12
Seagate Constellation,108.35,160.0,0.677,7200,32.0,2.5,SATA 3.0 Gb/s,2023-09-12
Hitachi Travelstar Z7K320,129.0,250.0,0.516,7200,16.0,2.5,SATA 3.0 Gb/s,2023-09-12
OCZ V3LT-25SAT3-240G,229.35,240.0,0.956,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel 320,199.99,160.0,1.25,SSD,,2.5,SATA 3.0 Gb/s,2023-09-12
Western Digital Scorpio Blue,21.98,320.0,0.069,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
Verbatim Verbatim SATA III,50.0,120.0,0.417,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
SanDisk Extreme,299.99,480.0,0.625,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Western Digital AV-25,110.0,250.0,0.44,5400,16.0,2.5,SATA 3.0 Gb/s,2023-09-12
Kingston SSDNow V+200,159.99,120.0,1.333,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Barracuda ES.2,109.13,750.0,0.146,7200,32.0,3.5,SATA 3.0 Gb/s,2023-09-12
Kingston SSDNow KC100,319.99,240.0,1.333,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel DC P4510,332.99,2000.0,0.166,SSD,,2.5,U.2,2023-09-12
Seagate Enterprise Performance,148.0,300.0,0.493,15000,256.0,2.5,SAS 12.0 Gb/s,2023-09-12
Seagate Exos X18,315.0,16000.0,0.02,7200,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
Hitachi Ultrastar C10K1200,97.73,1200.0,0.081,10000,64.0,2.5,SAS 6.0 Gb/s,2023-09-12
Toshiba MG08ADA600E,169.99,6000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
Seagate Enterprise,209.7,8000.0,0.026,7200,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
Intel D3-S4520,283.0,3840.0,0.074,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate ST6000NM0014,169.94,6000.0,0.028,7200,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Hitachi 0F27402,257.01,10000.0,0.026,7200,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
Seagate Constellation ES.3,176.19,1000.0,0.176,7200,128.0,3.5,SAS 6.0 Gb/s,2023-09-12
Seagate Enterprise,212.59,6000.0,0.035,7200,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Seagate Momentus 5400.3,34.95,80.0,0.437,5400,8.0,2.5,PATA 44-Pin 100,2023-09-12
Seagate Enterprise Capacity,129.0,4000.0,0.032,7200,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Seagate Nytro Enterprise,1299.0,3200.0,0.406,SSD,,2.5,SAS 12.0 Gb/s,2023-09-12
Toshiba MG06ACA10TE,249.99,10000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
Kingston SSDNOW DC500M,184.87,1920.0,0.096,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Hitachi Ultrastar He10,881.0,10000.0,0.088,7200,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
VisionTek DLX4 Pro,76.99,512.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-09-12
VisionTek DLX3,154.97,2000.0,0.077,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
VisionTek DLX4,176.29,2000.0,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-09-12
Samsung Spinpoint M5,34.95,160.0,0.218,5400,8.0,2.5,PATA 44-Pin 100,2023-09-12
Hitachi Ultrastar C10K900,55.0,900.0,0.061,10000,64.0,2.5,SAS 6.0 Gb/s,2023-09-12
Toshiba MKx001GRZB,399.0,100.0,3.99,SSD,,2.5,SAS 6.0 Gb/s,2023-09-12
Intel DC P3700,149.74,400.0,0.374,SSD,,2.5,U.2,2023-09-12
Intel 535,299.0,240.0,1.246,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Hitachi Ultrastar,94.13,2000.0,0.047,7200,32.0,3.5,SATA 3.0 Gb/s,2023-09-12
Hitachi Ultrastar,225.0,6000.0,0.037,7200,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Hitachi 0F22941,140.0,4000.0,0.035,7200,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Hitachi Ultrastar He8,360.5,6000.0,0.06,7200,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Seagate Enterprise Performance,70.0,300.0,0.233,10000,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Seagate Enterprise Capacity,399.95,8000.0,0.05,7200,256.0,3.5,SAS 6.0 Gb/s,2023-09-12
Toshiba N300,249.99,14000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
VisionTek DLX4 Pro,113.79,1000.0,0.114,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-09-12
Seagate Constellation ES.2,149.52,2000.0,0.075,7200,64.0,3.5,SATA 6.0 Gb/s,2023-09-12
Intel DC S3700,417.0,200.0,2.085,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Crucial M4,427.77,256.0,1.671,SSD,,mSATA,mSATA,2023-09-12
Crucial MX200,477.77,500.0,0.956,SSD,,mSATA,mSATA,2023-09-12
VisionTek Go Drive,351.75,480.0,0.733,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel DC S3710,415.64,400.0,1.039,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel DC S3710,358.19,800.0,0.448,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel DC S3610,359.0,800.0,0.449,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate ST1000NX0333,102.0,1000.0,0.102,7200,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Intel 535,149.0,120.0,1.242,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel 535,165.0,180.0,0.917,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate ST1000NX0363,76.45,1000.0,0.076,7200,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Intel SSDSC2BB480G601,287.97,480.0,0.6000000000000001,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Mushkin Atlas Vital,104.83,250.0,0.419,SSD,,M.2-2280,M.2 SATA,2023-09-12
Western Digital Purple,236.93,8000.0,0.03,5400,128.0,3.5,SATA 6.0 Gb/s,2023-09-12
Intel 540s,250.0,360.0,0.6940000000000001,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel Pro 5400s,145.0,120.0,1.208,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Western Digital Black,60.48,320.0,0.189,7200,32.0,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Barracuda ES,98.0,250.0,0.392,7200,16.0,3.5,SATA 6.0 Gb/s,2023-09-12
Hitachi 0F29530,357.99,12000.0,0.03,7200,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
Hitachi 0F30144,299.99,12000.0,0.025,7200,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
Plextor M9Pe,151.68,1000.0,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Kingston UV500B,739.0,1920.0,0.385,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
VisionTek PRO,137.71,500.0,0.275,SSD,,M.2-2280,M.2 SATA,2023-09-12
Seagate EXOS Enterprise,148.56,1000.0,0.149,7200,,2.5,SAS 12.0 Gb/s,2023-09-12
Seagate Enterprise Capacity,214.99,1000.0,0.215,7200,128.0,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Enterprise Performance,179.59,1200.0,0.15,10000,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Seagate Enterprise Performance,258.68,1200.0,0.216,10000,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
Seagate Enterprise Performance,229.59,1800.0,0.128,10000,256.0,3.5,SAS 12.0 Gb/s,2023-09-12
Seagate Enterprise Capacity,249.0,2000.0,0.124,7200,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Western Digital RE,324.47,6000.0,0.054,7200,128.0,3.5,SATA 6.0 Gb/s,2023-09-12
Seagate Enterprise Performance,125.0,600.0,0.208,10000,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Seagate Enterprise Performance,127.45,300.0,0.425,15000,256.0,2.5,SAS 12.0 Gb/s,2023-09-12
Hitachi Ultrastar He8,790.38,6000.0,0.132,7200,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Seagate ST900MM0128,129.0,900.0,0.143,10000,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Seagate ST6000NM0084,428.21,6000.0,0.071,7200,128.0,3.5,SATA 6.0 Gb/s,2023-09-12
Seagate ST2000NX0273,315.99,2000.0,0.158,7200,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Crucial M4,299.0,128.0,2.336,SSD,,mSATA,mSATA,2023-09-12
Toshiba PH2100U-1I54,90.99,1000.0,0.091,5400,8.0,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Constellation ES.3,158.94,4000.0,0.04,7200,128.0,3.5,SAS 6.0 Gb/s,2023-09-12
Seagate Constellation ES.3,80.0,3000.0,0.027,7200,128.0,3.5,SAS 6.0 Gb/s,2023-09-12
Intel DC S3500,282.0,480.0,0.588,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate ST4000VM000,133.99,4000.0,0.033,5900,64.0,3.5,SATA 6.0 Gb/s,2023-09-12
Intel DC S3500,106.17,120.0,0.885,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel DC S3500,58.83,80.0,0.735,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Kingston SSDNow V+200,69.98,120.0,0.583,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Intel D3-S4520,83.99,480.0,0.175,SSD,,M.2-2280,M.2 SATA,2023-09-12
Lenovo 0A89478,142.6,3000.0,0.048,7200,32.0,3.5,SATA 6.0 Gb/s,2023-09-12
Seagate Constellation ES,99.99,1000.0,0.1,7200,64.0,3.5,SAS 6.0 Gb/s,2023-09-12
Seagate Constellation ES.2,125.0,3000.0,0.042,7200,64.0,3.5,SAS 6.0 Gb/s,2023-09-12
Seagate Constellation ES,99.0,500.0,0.198,7200,16.0,3.5,SAS 6.0 Gb/s,2023-09-12
Seagate Constellation ES,109.0,500.0,0.218,7200,64.0,3.5,SAS 6.0 Gb/s,2023-09-12
Seagate Constellation ES,160.38,500.0,0.321,7200,64.0,3.5,SAS 6.0 Gb/s,2023-09-12
Seagate Constellation.2,205.0,500.0,0.41,7200,64.0,2.5,SAS 6.0 Gb/s,2023-09-12
Intel DC P3600,259.99,800.0,0.325,SSD,,2.5,U.2,2023-09-12
Intel DC P3700,198.89,800.0,0.249,SSD,,2.5,U.2,2023-09-12
Hitachi Travelstar Z7K500,150.0,500.0,0.3,7200,32.0,2.5,SATA 6.0 Gb/s,2023-09-12
Transcend MTS800,241.39,512.0,0.471,SSD,,M.2-2280,M.2 SATA,2023-09-12
Seagate ST2000NM0054,125.0,2000.0,0.062,7200,128.0,3.5,SAS 12.0 Gb/s,2023-09-12
Plextor M6M,527.77,512.0,1.031,SSD,,mSATA,mSATA,2023-09-12
VisionTek DLX4 Pro,217.32,2000.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-09-12
Seagate ST4000VX000,177.18,4000.0,0.044,5900,64.0,3.5,SATA 6.0 Gb/s,2023-09-12
VisionTek GoDrive,48.73,480.0,0.102,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate 600 Pro,199.0,480.0,0.415,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate 600 Pro,199.0,240.0,0.8290000000000001,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Crucial M500,487.77,480.0,1.016,SSD,,mSATA,mSATA,2023-09-12
OCZ Vector 150,380.0,240.0,1.583,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Constellation Product Series:ES.3,201.27,4000.0,0.05,7200,128.0,3.5,SAS 6.0 Gb/s,2023-09-12
Seagate 1200 SSD,225.0,200.0,1.125,SSD,,2.5,SAS 12.0 Gb/s,2023-09-12
Mushkin Source,289.26,2000.0,0.145,SSD,2048.0,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Constellation ES,44.0,2000.0,0.022,7200,64.0,3.5,SAS 6.0 Gb/s,2023-09-12
Intel X25-M,349.95,120.0,2.916,SSD,,2.5,SATA 3.0 Gb/s,2023-09-12
Mushkin ELEMENT,15.99,256.0,0.062,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Hitachi Ultrastar He8,249.0,8000.0,0.031,7200,128.0,3.5,SATA 6.0 Gb/s,2023-09-12
HP S700 Pro,34.99,256.0,0.137,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
VisionTek PRO,149.99,1000.0,0.15,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Mushkin Helix-LT,36.99,500.0,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
ADATA Falcon,136.13,1000.0,0.136,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
VisionTek PRO XMN,52.67,250.0,0.211,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
PNY XLR8 CS2311,106.14,500.0,0.212,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate SkyHawk Surveillance,301.45,10000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
ADATA SU655,98.99,480.0,0.206,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Mushkin PILOT,143.68,1000.0,0.144,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Seagate SkyHawk,176.95,6000.0,0.029,5900,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
Crucial BX300,114.99,480.0,0.24,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Kingston SSDNow G2,99.99,240.0,0.417,SSD,,M.2-2280,M.2 SATA,2023-09-12
TEAMGROUP MP44S,69.99,1000.0,0.07,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-09-12
Crucial BX200,251.99,960.0,0.262,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate ST6000NM0104,198.95,6000.0,0.033,7200,128.0,3.5,SATA 6.0 Gb/s,2023-09-12
Western Digital Black,62.7,320.0,0.196,7200,16.0,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Constellation ES,54.0,1000.0,0.054,7200,16.0,3.5,SAS 3.0 Gb/s,2023-09-12
Intel 530,189.0,240.0,0.787,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Western Digital WDBMMA0020HNC-NRSN,79.95,2000.0,0.04,5400,64.0,3.5,SATA 6.0 Gb/s,2023-09-12
Hitachi Travelstar,55.96,1000.0,0.056,5400,8.0,2.5,SATA 6.0 Gb/s,2023-09-12
Intel 330,120.0,180.0,0.667,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Hitachi Travelstar 7K750,76.73,750.0,0.102,7200,16.0,2.5,SATA 3.0 Gb/s,2023-09-12
Samsung Spinpoint M,34.95,160.0,0.218,5400,8.0,2.5,SATA 1.5 Gb/s,2023-09-12
OCZ Agility 3,219.99,240.0,0.917,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Momentus 7200.4,55.0,320.0,0.172,7200,16.0,2.5,SATA 3.0 Gb/s,2023-09-12
Hitachi 5K3000,267.0,2000.0,0.134,5400,32.0,3.5,SATA 6.0 Gb/s,2023-09-12
Western Digital Scorpio Blue,29.95,250.0,0.12,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
Western Digital Scorpio Blue,55.0,750.0,0.073,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
PNY CS1111,197.0,240.0,0.8210000000000001,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Lexar NM760,159.0,512.0,0.311,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-09-12
Seagate Enterprise Performance,299.99,2400.0,0.125,10000,256.0,2.5,SAS 12.0 Gb/s,2023-09-12
Toshiba N300 Pro,141.99,6000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
Kingston DC1000B,130.82,960.0,0.136,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Intel DC S3110,79.0,256.0,0.309,SSD,,M.2-2280,M.2 SATA,2023-09-12
Kingston SSDNOW DC500M,107.95,960.0,0.112,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Nytro Enterprise,59.0,240.0,0.246,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Enterprise Capacity,76.09,1000.0,0.076,7200,128.0,2.5,SATA 6.0 Gb/s,2023-09-12
Hitachi Ultrastar,199.0,1800.0,0.111,10500,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
Seagate ST6000DX000,127.99,6000.0,0.021,7200,128.0,3.5,SATA 6.0 Gb/s,2023-09-12
Intel 530,73.5,80.0,0.919,SSD,,M.2-2280,M.2 SATA,2023-09-12
Transcend MTS400,74.17,128.0,0.579,SSD,,M.2-2242,M.2 SATA,2023-09-12
Hitachi Ultrastar 7K3000,168.53,3000.0,0.056,7200,64.0,3.5,SAS 6.0 Gb/s,2023-09-12
Toshiba MK2576GSX,36.95,250.0,0.148,5400,8.0,2.5,SATA 3.0 Gb/s,2023-09-12
Western Digital AV-25,147.0,500.0,0.294,5400,32.0,2.5,SATA 3.0 Gb/s,2023-09-12
Hitachi Travelstar 7K500,85.3,320.0,0.267,7200,16.0,2.5,SATA 3.0 Gb/s,2023-09-12
Intel 320,99.0,40.0,2.475,SSD,,2.5,SATA 3.0 Gb/s,2023-09-12
Leven JPN600,88.99,2000.0,0.044,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Intel X25-V,59.99,40.0,1.5,SSD,,2.5,SATA 3.0 Gb/s,2023-09-12
Leven JM600,24.99,256.0,0.098,SSD,,M.2-2280,M.2 SATA,2023-09-12
Addlink S70,45.99,1000.0,0.046,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Kingston DC500M,328.28,3840.0,0.085,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Hitachi Ultrastar He12,334.99,12000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
Seagate ST1800MM0128,1098.0,1800.0,0.61,10000,128.0,2.5,SAS 12.0 Gb/s,2023-09-12
SanDisk EXTREME PRO,299.99,960.0,0.312,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Crucial M4,207.77,32.0,6.493,SSD,,mSATA,mSATA,2023-09-12
Mushkin Enhanced ECO,95.24,2000.0,0.048,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Kingston DC1500M,146.03,1920.0,0.076,SSD,,2.5,U.2,2023-09-12
Toshiba X300,299.0,8000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
VisionTek PRO HXS,79.41,512.0,0.155,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Inland TN325,89.99,1000.0,0.09,SSD,,M.2-2242,M.2 PCIe 3.0 X4,2023-09-12
Nextorage NEM-PA,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-09-12
Seagate Exos 7E10 512e/4Kn,165.96,4000.0,0.041,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
Patriot Viper VP4300 Lite,44.99,500.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-09-12
Intel D3-S4610,159.49,960.0,0.166,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
Seagate Exos 7E8,91.0,1000.0,0.091,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
Seagate Exos 7E10 512e/4Kn,136.79,2000.0,0.068,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
Seagate BarraCuda,85.0,160.0,0.531,7200,8.0,3.5,SATA 3.0 Gb/s,2023-09-12
Seagate BarraCuda,74.98,500.0,0.15,7200,16.0,3.5,SATA 3.0 Gb/s,2023-09-12
Western Digital RE3,58.99,500.0,0.118,7200,16.0,3.5,SATA 3.0 Gb/s,2023-09-12
Addlink S91,88.44,1000.0,0.088,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-09-12
KIOXIA BG5,64.4,512.0,0.126,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2023-09-12
HP FX900,39.99,512.0,0.078,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-09-12
Toshiba X300 Pro,319.99,16000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s,2023-09-12
Inland Premium,450.0,4000.0,0.113,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Inland Platinum,19.98,256.0,0.078,SSD,,2.5,SATA 6.0 Gb/s,2023-09-12
ADATA Legend 740,34.9,250.0,0.14,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-09-12
Western Digital Red SA500,44.99,500.0,0.09,SSD,,M.2-2280,M.2 SATA,2023-09-12
Seagate SkyHawk AI,269.99,12000.0,0.022,7200,256.0,3.5,SATA 6.0 Gb/s,2023-09-12
