name,price,capacity,price_per_gb,type,cache,form_factor,interface,snapshot_date
Toshiba P300,108.75,3000.0,0.036,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Black SN750 SE,51.12,250.0,0.204,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Gigabyte GP-GSM2NE3256GNTD,30.27,256.0,0.118,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
TEAMGROUP MP33 PRO,34.99,512.0,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Seagate Enterprise Capacity,169.99,10000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
ADATA LEGEND 960 MAX,79.98,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Kingston SSDNow V300,49.79,120.0,0.415,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital DC HC530,240.0,14000.0,0.017,7200,512.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Blue,50.99,250.0,0.204,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital WD_BLACK SN850P for PS5,109.99,1000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Inland QN322,89.99,2000.0,0.045,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
TEAMGROUP T-Force Vulcan Z,27.99,480.0,0.058,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Solidigm P44 Pro,55.99,512.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
PNY CS2241,222.2,4000.0,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Mushkin ELEMENT,17.98,256.0,0.07,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
PNY CS1031,147.96,2000.0,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Seagate FireCuda 520,75.0,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Blue SA510,117.78,2000.0,0.059,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba MQ01ABD-V,75.99,1000.0,0.076,5400,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Blue,341.05,4000.0,0.085,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Lexar NM620,49.99,1000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Western Digital Caviar Green,49.99,1000.0,0.05,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Toshiba MG04ACA600E,148.99,6000.0,0.025,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Toshiba X300,144.99,8000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
SanDisk SSD PLUS,114.99,2000.0,0.057,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel 660p,74.95,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Patriot Viper VP4300 Lite,112.99,2000.0,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital WD_BLACK SN850P for PS5,179.99,2000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Inland Performance Plus,844.99,8000.0,0.106,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate IronWolf Pro NAS,227.74,8000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
TEAMGROUP GX2,30.99,512.0,0.061,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Green,59.0,120.0,0.492,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Blue,32.29,1000.0,0.032,5400,8.0,2.5,SATA 6.0 Gb/s,2023-12-17
PNY CS1030,89.99,2000.0,0.045,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
ADATA XPG GAMMIX S11 Pro,120.19,1000.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Samsung 850 Pro,177.69,512.0,0.347,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Mushkin ELEMENT,116.38,2000.0,0.058,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
ADATA Legend 850,96.99,2000.0,0.048,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
ADATA LEGEND 850 LITE,39.99,500.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate IronWolf Pro NAS,149.99,4000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Barracuda Compute,44.99,1000.0,0.045,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Silicon Power US75,114.97,2000.0,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Patriot P300,85.99,2000.0,0.043,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Patriot P310,21.99,240.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Intel 730,539.53,240.0,2.248,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
MSI SPATIUM M390,57.98,500.0,0.116,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
ADATA SU800,60.38,512.0,0.118,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
TEAMGROUP GX2,56.82,1000.0,0.057,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Samsung 850 Pro,252.87,1000.0,0.253,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
SanDisk SSD PLUS,33.0,120.0,0.275,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
ADATA SU800,29.99,128.0,0.234,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Leven JPS800,94.99,2000.0,0.047,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Mushkin Vortex-LX,123.99,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate IronWolf Pro,240.0,14000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Blue SA510,39.99,500.0,0.08,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Inland Professional,31.99,512.0,0.062,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Corsair MP510,49.99,480.0,0.104,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Corsair MP600 PRO,129.99,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
SK Hynix Gold S31 1000,104.99,1000.0,0.105,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital BLACK SN850 Call of Duty Edition,216.5,1000.0,0.216,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Red Pro,319.99,16000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Timetec 35TTFP6PCIE,49.99,1000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
TEAMGROUP CX2,19.3,256.0,0.075,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
ADATA LEGEND 840,44.99,512.0,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Intel Optane P1600X,33.99,58.0,0.586,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
TEAMGROUP MS30,87.99,2000.0,0.044,SSD,,M.2-2280,M.2 SATA,2023-12-17
Lexar NM790 w/Heatsink,285.27,4000.0,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Toshiba X300,104.99,4000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Corsair MP510,65.99,960.0,0.069,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
TEAMGROUP EX2,31.99,512.0,0.062,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Toshiba MG08,245.75,16000.0,0.015,7200,512.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate IronWolf Pro,146.99,6000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Samsung 960 Evo,139.97,1000.0,0.14,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
SanDisk Ultra 3D,143.2,1000.0,0.143,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Patriot P210,82.99,2000.0,0.041,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Red,61.99,2000.0,0.031,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Blue SN550,35.0,250.0,0.14,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
ADATA XPG GAMMIX S70 Blade,199.99,4000.0,0.05,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Kingston Fury Renegade with Heat Sink,108.09,1000.0,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Red Plus,197.18,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate BarraCuda,32.0,500.0,0.064,5400,32.0,3.5,SATA 6.0 Gb/s,2023-12-17
Patriot P210,19.99,256.0,0.078,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital WD Blue,49.99,1000.0,0.05,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Exos X18,289.99,16000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate BarraCuda,129.0,4000.0,0.032,5400,128.0,2.5,SATA 6.0 Gb/s,2023-12-17
Sabrent Rocket 4 Plus G,469.99,4000.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
SanDisk Ultra 3D,101.93,500.0,0.204,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Red Plus,129.99,6000.0,0.022,5400,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Exos X16,169.99,10000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
ADATA XPG SX8200 Pro,43.4,256.0,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Seagate Barracuda Compute,81.77,2000.0,0.041,5400,128.0,2.5,SATA 6.0 Gb/s,2023-12-17
Lexar NM790 w/Heatsink,129.99,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
SK Hynix Gold P31,50.59,500.0,0.101,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
ADATA Ultimate SU650,21.26,240.0,0.089,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate FireCuda 530 w/Heatsink,219.2,2000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Kingston KC600,52.9,512.0,0.103,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
ADATA SU800,140.18,1000.0,0.14,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Blue SN580,34.99,250.0,0.14,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Blue,52.99,2000.0,0.026,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Green SN350,39.99,480.0,0.083,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Western Digital Green SN350,29.99,240.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Samsung 970 Pro,298.0,1000.0,0.298,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Patriot P310,47.99,960.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
ADATA XPG SPECTRIX S40G RGB,118.01,1000.0,0.118,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Corsair MP600 PRO LPX,119.99,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Leven JS600,79.98,2000.0,0.04,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Samsung 850 Evo,155.0,1000.0,0.155,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Blue SA510,219.99,4000.0,0.055,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Leven JPS600,49.99,1000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Samsung 970 Evo,89.99,250.0,0.36,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Mushkin Pilot-E,145.08,2000.0,0.073,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Western Digital VelociRaptor,52.0,1000.0,0.052,10000,64.0,2.5,SATA 6.0 Gb/s,2023-12-17
Micron 1100,95.94,2000.0,0.048,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Silicon Power P34A60,25.97,256.0,0.101,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Samsung 850 Pro,135.0,256.0,0.527,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Corsair MP700 PRO w/Heatsink,324.99,2000.0,0.162,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2023-12-17
Corsair MP600 PRO NH,72.98,1000.0,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Samsung 960 Evo,138.88,500.0,0.278,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
PNY CS1030,34.98,500.0,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
TEAMGROUP T-Force Cardea Z540,149.99,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2023-12-17
Toshiba MQ01ABD050,16.73,500.0,0.033,5400,8.0,2.5,SATA 3.0 Gb/s,2023-12-17
TEAMGROUP T-Create Classic,84.99,2000.0,0.042,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Intel Optane P1600X,67.9,118.0,0.575,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
TEAMGROUP Cardea A440,103.99,2000.0,0.052,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
TEAMGROUP T-Force Cardea Z44L,35.99,500.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Corsair MP700 PRO,179.99,1000.0,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2023-12-17
Silicon Power Silm S55,16.79,120.0,0.14,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Leven JS600,159.99,4000.0,0.04,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
ADATA Legend 710,91.99,1000.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Intel 660p,134.94,2048.0,0.066,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Western Digital Blue,54.99,3000.0,0.018,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Constellation ES.3,27.5,1000.0,0.028,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel D3-S4610,945.0,7680.0,0.123,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Kingston NV1,56.97,1000.0,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Seagate BarraCuda,140.0,5000.0,0.028,5400,128.0,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Blue,89.0,3000.0,0.03,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Samsung 960 Pro,689.95,2000.0,0.345,SSD,2048.0,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Crucial P2,112.99,2000.0,0.056,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
TEAMGROUP MS30,47.99,1000.0,0.048,SSD,,M.2-2280,M.2 SATA,2023-12-17
Seagate IronWolf Pro NAS,414.99,20000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s,2023-12-17
Samsung 860 Evo,265.0,2000.0,0.133,SSD,2048.0,2.5,SATA 6.0 Gb/s,2023-12-17
TEAMGROUP T-Create Classic,59.99,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Leven JS600,13.99,128.0,0.109,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
TEAMGROUP T-Force Vulcan Z,89.99,2000.0,0.045,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate IronWolf Pro NAS,249.99,12000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate Momentus 7200.4,15.29,500.0,0.031,7200,16.0,2.5,SATA 3.0 Gb/s,2023-12-17
TEAMGROUP QX,85.99,2000.0,0.043,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Mushkin Tempest,21.99,256.0,0.086,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Intel 660p,77.95,512.0,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Samsung 970 Evo,177.99,2000.0,0.089,SSD,2048.0,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Western Digital SE,38.98,2000.0,0.019,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Sabrent Rocket,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Samsung 860 Pro,479.99,4000.0,0.12,SSD,4096.0,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate FireCuda 540,179.99,1000.0,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2023-12-17
Samsung 970 Pro,189.13,512.0,0.369,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Western Digital AV-GP,29.99,2000.0,0.015,5400,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Red Plus,169.99,8000.0,0.021,5640,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Kingston KC3000,349.49,4096.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Corsair MP600,114.99,2000.0,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate BarraCuda,74.5,2000.0,0.037,5400,128.0,2.5,SATA 6.0 Gb/s,2023-12-17
Corsair MP600 PRO XT,74.98,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Acer Predator GM7000,45.0,512.0,0.088,SSD,512.0,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Mushkin Helix-L,49.99,1000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Patriot P310,79.99,1920.0,0.042,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
PNY CS900,89.99,2000.0,0.045,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Crucial T500 W/Heatsink,73.99,1000.0,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
MSI SPATIUM M480 PRO,129.99,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Corsair MP600 PRO LPX,289.99,4000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate FireCuda 520,49.99,500.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Crucial P1,79.98,500.0,0.16,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Seagate BarraCuda,57.5,1000.0,0.058,5400,128.0,2.5,SATA 6.0 Gb/s,2023-12-17
Samsung 840 Evo,130.51,250.0,0.522,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
KIOXIA EXCERIA,59.12,500.0,0.118,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
MSI SPATIUM M480 PRO,249.99,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate Exos X14,203.99,12000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Inland QN322,57.99,1000.0,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Patriot P400 Lite,30.99,500.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Nextorage NEM-PA,119.99,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Samsung 860 Evo,349.99,4000.0,0.087,SSD,4096.0,2.5,SATA 6.0 Gb/s,2023-12-17
SanDisk SSD PLUS,37.77,480.0,0.079,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Red,109.99,6000.0,0.018,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate FireCuda,178.0,2000.0,0.089,,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate FireCuda,261.99,8000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate BarraCuda,107.99,6000.0,0.018,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
ADATA XPG SPECTRIX S40G RGB,119.99,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Kingston Fury Renegade,66.98,500.0,0.134,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate BarraCuda Q5,99.85,2000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
PNY CS2241,59.99,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Green,59.99,1000.0,0.06,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate Barracuda Compute,82.49,3000.0,0.027,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Sabrent Rocket 4 Plus G,159.99,2000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate SkyHawk Surveillance,91.99,4000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Black SN850,225.35,2000.0,0.113,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Blue,116.0,1000.0,0.116,SSD,,M.2-2280,M.2 SATA,2023-12-17
Western Digital Black SN750 SE,64.98,500.0,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Silicon Power XS70,249.99,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Black AN1500,420.03,1000.0,0.42,SSD,,PCIe,PCIe x8,2023-12-17
Gigabyte AORUS Gen4,169.0,1000.0,0.169,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Red Pro,332.97,18000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s,2023-12-17
KIOXIA EXCERIA,161.5,1000.0,0.161,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Crucial P5,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Seagate BarraCuda Pro Compute,67.49,1000.0,0.067,7200,128.0,2.5,SATA 6.0 Gb/s,2023-12-17
Gigabyte AORUS Gen4 7300,271.0,2000.0,0.136,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Seagate BarraCuda Pro,100.0,6000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
TEAMGROUP Cardea A440,59.99,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital WDBSLA0040HNC-NRSN,73.98,4000.0,0.018,7200,64.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Red Pro,379.0,20000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital Black AN1500,420.03,4000.0,0.105,SSD,,PCIe,PCIe x8,2023-12-17
Western Digital Red Plus,89.99,4000.0,0.022,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
TEAMGROUP MP44,859.99,8000.0,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Kingston Fury Renegade with Heat Sink,177.0,2000.0,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
TEAMGROUP MP33 PRO,91.99,2000.0,0.046,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Lexar NM790 w/Heatsink,74.98,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Inland Professional,20.99,240.0,0.087,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate IronWolf NAS,238.99,12000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Crucial T500 W/Heatsink,121.49,2000.0,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
TEAMGROUP MP44,111.99,2000.0,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Western Digital Blue,104.99,6000.0,0.017,5400,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Acer FA100,89.99,2000.0,0.045,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Kingston NV1,59.65,500.0,0.119,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Gigabyte AORUS Gen5 12000,149.99,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2023-12-17
Seagate IronWolf Pro,240.7,8000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Seagate ST500LM021,18.44,500.0,0.037,7200,32.0,2.5,SATA 6.0 Gb/s,2023-12-17
TEAMGROUP CX2,82.99,2000.0,0.041,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
SK Hynix Gold P31,128.65,2000.0,0.064,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Corsair MP600 GS,112.99,2000.0,0.056,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Patriot P210,27.99,512.0,0.055,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Seagate IronWolf Pro NAS,319.99,18000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Western Digital WD_BLACK,149.99,6000.0,0.025,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Corsair MP600 GS,39.98,500.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Addlink A95,834.44,8000.0,0.104,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2023-12-17
Hitachi Ultrastar He8,1087.0,8000.0,0.136,7200,128.0,3.5,SATA 6.0 Gb/s,2023-12-17
Crucial P3,104.99,2000.0,0.052,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Seagate BarraCuda,59.99,1000.0,0.06,7200,32.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intenso High Performance,33.97,480.0,0.071,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel D3-S4510,200.0,1920.0,0.104,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S4500,209.0,960.0,0.218,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S3610,399.0,1600.0,0.249,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
Hitachi 0B36040,124.99,4000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s,2023-12-17
Intel DC S3110,79.0,256.0,0.309,SSD,,M.2-2280,M.2 SATA,2023-12-17
Pioneer APS-SE20G-1T,172.29,1000.0,0.172,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2023-12-17
Lenovo 5300,839.99,960.0,0.875,SSD,,2.5,SATA 6.0 Gb/s,2023-12-17
