name,price,type,efficiency,wattage,modular,color,snapshot_date
SeaSonic FOCUS GX,144.99,ATX,gold,850,Full,Black,2023-09-12
EVGA SuperNOVA 850 GM,149.99,SFX,gold,850,Full,Black,2023-09-12
Enermax REVOLUTION D.F. 2,129.99,ATX,gold,1050,Full,Black,2023-09-12
be quiet! Pure Power 12 M,94.9,ATX,gold,550,Full,Black,2023-09-12
Thermaltake Toughpower GF1 PE,99.99,ATX,gold,750,Full,Black,2023-09-12
be quiet! Pure Power 12 M,104.9,ATX,gold,650,Full,Black,2023-09-12
be quiet! Pure Power 11,79.9,ATX,gold,600,False,Black,2023-09-12
EVGA SuperNOVA 750 GM,134.99,SFX,gold,750,Full,Black,2023-09-12
Asus ROG LOKI,249.99,SFX,platinum,1000,Full,Silver / Black,2023-09-12
Corsair SF600,289.0,SFX,platinum,600,Full,Black,2023-09-12
EVGA SuperNOVA 650 G5,109.99,ATX,gold,650,Full,Black / Green,2023-09-12
SeaSonic FOCUS Plus Platinum,179.99,ATX,platinum,850,Full,,2023-09-12
EVGA 600 BR,69.99,ATX,bronze,600,False,,2023-09-12
Asus ROG-STRIX-850G,202.37,ATX,gold,850,Full,Black,2023-09-12
Thermaltake Toughpower GF3 TT Premium,139.99,ATX,gold,1000,Full,Black,2023-09-12
EVGA 650BP,59.99,ATX,bronze,650,False,Black,2023-09-12
Thermaltake Toughpower GF3 TT Premium,109.99,ATX,gold,850,Full,Black,2023-09-12
Asus ROG THOR P2 Gaming,379.99,ATX,platinum,1200,Full,Silver / Black,2023-09-12
Thermaltake Toughpower GF1 Snow - TT Premium,108.83,ATX,gold,850,Full,White,2023-09-12
be quiet! Pure Power 12 M,134.9,ATX,gold,850,Full,Black,2023-09-12
be quiet! Pure Power 12 M,119.9,ATX,gold,750,Full,Black,2023-09-12
Asus TUF Gaming 1000G,144.99,ATX,gold,1000,Full,Black,2023-09-12
be quiet! Pure Power 12 M,164.9,ATX,gold,1000,Full,Black,2023-09-12
MSI MPG A850GF,107.98,ATX,gold,850,Full,Black,2023-09-12
Corsair RM750 (2019),211.0,ATX,gold,750,Full,Black,2023-09-12
EVGA SuperNOVA 550 GM,145.99,SFX,gold,550,Full,Black,2023-09-12
ADATA XPG CORE Reactor 850,104.99,ATX,gold,850,Full,Black,2023-09-12
SeaSonic FOCUS GX,124.99,ATX,gold,750,Full,Black,2023-09-12
SeaSonic FOCUS Plus 750 Gold,124.99,ATX,gold,750,Full,,2023-09-12
be quiet! System Power 10,88.39,ATX,bronze,650,False,Black,2023-09-12
Corsair SF850L,179.99,SFX,gold,850,Full,Black,2023-09-12
Phanteks AMP v2,162.33,ATX,gold,1000,Full,White,2023-09-12
SeaSonic PRIME PX-1300,307.58,ATX,platinum,1300,Full,Black,2023-09-12
NZXT C1200,259.99,ATX,gold,1200,Full,Black,2023-09-12
Gigabyte P450B,62.92,ATX,bronze,450,False,Black,2023-09-12
Corsair RM850e (2022),293.5,ATX,gold,850,Full,Black,2023-09-12
MSI MPG A750G PCIE5,109.99,ATX,gold,750,Full,Black,2023-09-12
Silverstone SX1000-LPT,227.27,SFX,platinum,1000,Full,Black,2023-09-12
Thermaltake Toughpower GF2 ARGB,139.99,ATX,gold,650,Full,Black,2023-09-12
Corsair CX650F,199.93,ATX,bronze,650,Full,Black,2023-09-12
SeaSonic G12 GM,91.97,ATX,gold,550,Semi,Black / Blue,2023-09-12
Cooler Master XG850 Plus,189.99,ATX,platinum,850,Full,Black,2023-09-12
Cooler Master V750 Gold i,104.99,ATX,gold,750,Full,Black / Gold,2023-09-12
be quiet! Pure Power 9 CM,114.39,ATX,bronze,600,Semi,Black,2023-09-12
SeaSonic FOCUS GX,142.19,ATX,gold,550,Full,Black,2023-09-12
Gigabyte AORUS P GM,142.69,ATX,gold,750,Full,Black / Silver,2023-09-12
Thermaltake Toughpower TF1 - TT Premium,399.99,ATX,titanium,1550,Full,Black,2023-09-12
SeaSonic PRIME PX-1600 ATX 3.0,509.99,ATX,platinum,1600,Full,Black / Silver,2023-09-12
SeaSonic FOCUS,180.89,ATX,platinum,550,Full,Black,2023-09-12
SeaSonic FOCUS,99.99,ATX,gold,750,Semi,Black,2023-09-12
be quiet! System Power 9 CM,135.09,ATX,bronze,400,Semi,Black,2023-09-12
Corsair CX500,299.93,ATX,bronze,500,False,,2023-09-12
Enermax REVOLUTION D.F. 2,139.99,ATX,gold,1200,Full,Black,2023-09-12
Corsair RM650 (2019),227.93,ATX,gold,650,Full,Black,2023-09-12
be quiet! System Power 9,120.41,ATX,bronze,600,False,Black,2023-09-12
Corsair RM750,219.99,ATX,gold,750,Full,,2023-09-12
Thermaltake Smart BX1,104.68,ATX,bronze,750,False,Black,2023-09-12
Super Flower LEADEX VII XG,184.99,ATX,gold,1300,Full,Black,2023-09-12
Corsair RM750e (2022),169.99,ATX,gold,750,Full,Black,2023-09-12
Corsair CX750M V2 (2017 Edition),172.99,ATX,bronze,750,Semi,Black / White,2023-09-12
EVGA SuperNOVA 850 G6,178.99,ATX,gold,850,Full,Black,2023-09-12
Gigabyte AORUS P1200W,249.99,ATX,platinum,1200,Full,Black,2023-09-12
Corsair SF450,299.99,SFX,platinum,450,Full,Black,2023-09-12
EVGA SuperNOVA 650 G6,124.99,ATX,gold,650,Full,Black,2023-09-12
Thermaltake Smart Pro RGB,82.68,ATX,bronze,650,Full,,2023-09-12
EVGA SuperNOVA 1000 P3,219.99,ATX,platinum,1000,Full,Black / Silver,2023-09-12
EVGA SuperNOVA 1000 G+,289.99,ATX,gold,1000,Full,Black,2023-09-12
Thermaltake Toughpower GX1,81.92,ATX,gold,600,False,Black,2023-09-12
Raidmax RX-530SS,49.99,ATX,,530,Semi,,2023-09-12
Corsair RM650,205.13,ATX,gold,650,Full,Black,2023-09-12
EVGA SuperNOVA 1600 P2,304.99,ATX,platinum,1600,Full,,2023-09-12
Fractal Design Ion Gold,181.0,ATX,gold,850,Full,Black,2023-09-12
Silverstone Extreme 850R Platinum,221.4,SFX,platinum,850,Full,Black,2023-09-12
GameMax GX Pro Rampage,119.99,ATX,gold,850,Full,White,2023-09-12
Corsair HX1200i,638.92,ATX,platinum,1200,Full,,2023-09-12
Cooler Master V550 V2,123.25,ATX,gold,550,Full,White,2023-09-12
SeaSonic FOCUS SGX (2021),160.0,SFX,gold,750,Full,Black,2023-09-12
Silverstone FX600 Platinum,178.99,Flex ATX,,600,False,Black,2023-09-12
EVGA 850 B5,98.94,ATX,bronze,850,Full,Black,2023-09-12
SeaSonic PRIME TX-850,459.0,ATX,titanium,850,Full,Black,2023-09-12
GameMax RGB,179.99,ATX,platinum,1300,Full,Black,2023-09-12
Fractal Design Ion Gold,164.49,ATX,gold,750,Full,Black,2023-09-12
Silverstone FX350-G,97.99,Flex ATX,gold,350,False,Black,2023-09-12
EVGA SuperNOVA 650 GA,229.99,ATX,gold,650,Full,Black,2023-09-12
Antec Signature,281.81,ATX,titanium,1000,Full,Black / Silver,2023-09-12
GameMax GX Pro Rampage,159.99,ATX,platinum,1050,Full,White,2023-09-12
Silverstone SFX,73.98,SFX,bronze,300,False,Black,2023-09-12
EVGA SuperNOVA 850 GA,296.0,ATX,gold,850,Full,Black,2023-09-12
Corsair RM550x (2018),237.43,ATX,gold,550,Full,Black / Silver,2023-09-12
Cooler Master MWE Bronze,83.87,ATX,bronze,500,False,Black,2023-09-12
Apevia Premier,59.99,ATX,gold,650,Semi,Black,2023-09-12
Corsair CX750F,208.93,ATX,bronze,750,Full,Black,2023-09-12
SeaSonic PRIME PX,354.59,ATX,platinum,1000,Full,Black / Silver,2023-09-12
SeaSonic FOCUS SGX,176.19,SFX,gold,650,Full,Black,2023-09-12
SeaSonic FOCUS Gold,99.99,ATX,gold,650,Semi,,2023-09-12
SeaSonic PRIME Ultra Titanium,289.78,ATX,titanium,750,Full,,2023-09-12
Asus ROG THOR P2 Gaming EVA Edition,439.99,ATX,platinum,1000,Full,Black / Silver,2023-09-12
Asus TUF Gaming B,89.99,ATX,bronze,450,False,Black,2023-09-12
Asus TUF Gaming,238.38,ATX,bronze,750,False,Black,2023-09-12
Corsair CXM,167.95,ATX,bronze,750,Semi,,2023-09-12
Corsair RM850x White,339.99,ATX,gold,850,Full,White / Black,2023-09-12
Silverstone DA750 Gold,130.61,ATX,gold,750,Full,Black / White,2023-09-12
Corsair VS650 (2018),464.94,ATX,plus,650,False,,2023-09-12
Cougar POLAR,250.34,ATX,platinum,1200,Full,White,2023-09-12
EVGA SuperNOVA 650 P5,119.99,ATX,platinum,650,Full,Black / Teal,2023-09-12
SeaSonic G12 GM,126.97,ATX,gold,850,Semi,Black / Blue,2023-09-12
Phanteks Revolt SFX,189.99,SFX,platinum,850,Full,Black,2023-09-12
EVGA SuperNOVA 750 GA,217.99,ATX,gold,750,Full,Black,2023-09-12
FSP Group Hydro G Pro,201.99,ATX,gold,1000,Full,Black,2023-09-12
Corsair CX750,263.57,ATX,bronze,750,False,,2023-09-12
GAMDIAS KRATOS M1 B,79.98,ATX,bronze,750,False,Black,2023-09-12
EVGA GE,97.55,ATX,gold,700,False,Black,2023-09-12
EVGA SuperNOVA 750 G+,264.95,ATX,gold,750,Full,Black,2023-09-12
Deepcool PQ750M,109.99,ATX,gold,750,Full,Black,2023-09-12
Cooler Master G700,103.99,ATX,gold,700,False,Black,2023-09-12
Super Flower Legion GX Pro,84.99,ATX,gold,750,Semi,Black,2023-09-12
Deepcool DQ750-M-V2L,144.49,ATX,gold,750,Full,Black / Green,2023-09-12
EVGA SuperNOVA 1600 G+,219.99,ATX,gold,1600,Full,Black,2023-09-12
SeaSonic FOCUS Gold,89.99,ATX,gold,550,Semi,,2023-09-12
SeaSonic FOCUS Plus Gold,201.99,ATX,gold,1000,Full,Black,2023-09-12
be quiet! Pure Power 11 600,111.69,ATX,gold,600,Semi,Black,2023-09-12
Phanteks AMP v2,134.99,ATX,gold,1000,Full,Black,2023-09-12
be quiet! Straight Power 11 850W,157.99,ATX,gold,850,Full,,2023-09-12
EVGA SuperNOVA 850 G2,355.99,ATX,gold,850,Full,,2023-09-12
Asus ROG THOR P2 Gaming,181.42,ATX,platinum,850,Full,Black / Silver,2023-09-12
be quiet! Straight Power 12,219.9,ATX,platinum,1000,Full,Black,2023-09-12
Thermaltake Toughpower Grand RGB,99.57,ATX,gold,750,Full,,2023-09-12
SeaSonic G12 GM,107.06,ATX,gold,750,Semi,Black / Blue,2023-09-12
Thermaltake Toughpower GF3 TT Premium,179.99,ATX,gold,1200,Full,Black,2023-09-12
Rosewill HIVE,85.99,ATX,bronze,850,Full,,2023-09-12
EVGA 650 BQ,139.99,ATX,bronze,650,Semi,,2023-09-12
PowerSpec PS 750BSM,84.99,ATX,bronze,750,Semi,Black,2023-09-12
Thermaltake Toughpower GF3 TT Premium,199.99,ATX,gold,1350,Full,Black,2023-09-12
Deepcool PQ1000M,149.99,ATX,gold,1000,Full,Black,2023-09-12
Super Flower Leadex Platinum SE,179.99,ATX,platinum,1200,Full,Black,2023-09-12
EVGA SuperNOVA 750 G5,129.99,ATX,gold,750,Full,Black / Green,2023-09-12
be quiet! System Power 9 700 CM,114.09,ATX,bronze,700,Semi,Black,2023-09-12
be quiet! Straight Power 12,249.9,ATX,platinum,1200,Full,Black,2023-09-12
Corsair CX550 (2017),130.0,ATX,bronze,550,False,,2023-09-12
EVGA 650 GQ,168.99,ATX,gold,650,Semi,,2023-09-12
Thermaltake Toughpower GF1 PE,104.26,ATX,gold,650,Full,,2023-09-12
EVGA SuperNOVA 1600 P+,369.94,ATX,platinum,1600,Full,Black,2023-09-12
Corsair CX450M (2015),136.72,ATX,bronze,450,Semi,,2023-09-12
Corsair CX750F,169.99,ATX,bronze,750,Full,White / Black,2023-09-12
Corsair RM1000e (2022),229.99,ATX,gold,1000,Full,Black,2023-09-12
Corsair HX1000i (2022),369.99,ATX,platinum,1000,Full,Black,2023-09-12
Cooler Master MasterWatt,110.27,ATX,bronze,750,Semi,Black,2023-09-12
EVGA SuperNOVA 750 G3,277.99,ATX,gold,750,Full,,2023-09-12
Asus ROG THOR 850P,250.19,ATX,platinum,850,Full,Black / Red,2023-09-12
Cooler Master MasterWatt,89.99,ATX,bronze,650,Semi,,2023-09-12
Super Flower Leadex V Platinum Pro,154.99,ATX,platinum,1000,Full,White,2023-09-12
Corsair RM850,226.99,ATX,gold,850,Full,Black,2023-09-12
EVGA SuperNOVA 650 G3,152.49,ATX,gold,650,Full,,2023-09-12
Super Flower Leadex Platinum SE,159.99,ATX,platinum,1000,Full,Black,2023-09-12
Silverstone HELA 1200R,231.64,ATX,platinum,1200,Full,Black,2023-09-12
Corsair RM850x,182.0,ATX,gold,850,Full,,2023-09-12
Corsair RM650x (2018),182.97,ATX,gold,650,Full,Black / Silver,2023-09-12
SeaSonic FOCUS Plus Platinum,119.99,ATX,platinum,650,Full,,2023-09-12
Apevia Prestige,74.98,ATX,gold,1000,False,Black,2023-09-12
Asus ROG LOKI,169.99,SFX,platinum,750,Full,Black / Silver,2023-09-12
Thermaltake Thermaltake TP-750M,87.31,ATX,gold,750,Semi,,2023-09-12
Thermaltake Smart BX1 650,86.7,ATX,bronze,650,False,Black,2023-09-12
Thermaltake TR2,68.26,ATX,,500,False,,2023-09-12
be quiet! SFX L Power,197.0,SFX,gold,500,Full,,2023-09-12
Thermaltake Toughpower SFX 600W Gold,117.02,SFX,gold,600,Full,Black,2023-09-12
Corsair RM750x,183.85,ATX,gold,750,Full,,2023-09-12
Asus ROG Strix Aura Edition,397.0,ATX,gold,1000,Full,Black,2023-09-12
Thermaltake Toughpower GF A3 - TT Premium Edition,116.53,ATX,gold,850,Full,Black,2023-09-12
EVGA SuperNOVA 750 G6,135.94,ATX,gold,750,Full,Black,2023-09-12
Corsair VS550 (2018),165.29,ATX,plus,550,False,,2023-09-12
be quiet! Pure Power 12 M,199.9,ATX,gold,1200,Full,Black,2023-09-12
Corsair CX600M,249.99,ATX,bronze,600,Semi,,2023-09-12
Corsair RM750,237.42,ATX,gold,750,Full,Black,2023-09-12
SeaSonic FOCUS Gold,99.99,ATX,gold,750,Semi,,2023-09-12
EVGA SuperNOVA 1000 G5,189.99,ATX,gold,1000,Full,Black / Green,2023-09-12
EVGA SuperNOVA 850 P6,209.99,ATX,platinum,850,Full,Black / Silver,2023-09-12
be quiet! SFX Power 3 450,125.22,SFX,bronze,450,False,Black,2023-09-12
Corsair HX1000i,359.99,ATX,platinum,1000,Full,,2023-09-12
Super Flower Leadex III ARGB,89.99,ATX,gold,750,Full,White,2023-09-12
EVGA SuperNOVA 1000 P6,289.99,ATX,platinum,1000,Full,Black / Silver,2023-09-12
EVGA SuperNOVA 1000 G6,204.99,ATX,gold,1000,Full,Black,2023-09-12
CoolMax ZX-500,39.99,ATX,plus,500,False,,2023-09-12
Deepcool PQ850M,122.99,ATX,gold,850,Full,Black,2023-09-12
be quiet! Dark Power 13,209.9,ATX,titanium,750,Full,Black,2023-09-12
Cooler Master Elite V3,76.23,ATX,plus,600,False,Black,2023-09-12
Corsair CX550M,236.0,ATX,bronze,550,Semi,,2023-09-12
be quiet! Straight Power 11,158.59,ATX,platinum,750,Full,Black,2023-09-12
EVGA 450 BR,91.48,ATX,bronze,450,False,,2023-09-12
Cooler Master Elite 400 V3,75.47,ATX,plus,400,False,Black,2023-09-12
Corsair HX750 Platinum,309.95,ATX,platinum,750,Full,,2023-09-12
GameMax GX Pro Rampage,99.99,ATX,gold,850,Full,Black,2023-09-12
Super Flower Leadex V Platinum Pro,139.99,ATX,platinum,850,Full,White,2023-09-12
be quiet! SFX L Power,128.58,SFX,gold,600,Full,,2023-09-12
Super Flower Leadex III Gold,84.99,ATX,gold,650,Full,Black,2023-09-12
be quiet! Straight Power 12,209.9,ATX,platinum,850,Full,Black,2023-09-12
Antec Earthwatts,124.98,ATX,bronze,500,False,,2023-10-21
Enermax MAXREVO SLI,369.99,ATX,gold,1350,Full,Black / Gold,2023-10-21
Rosewill Green,80.0,ATX,plus,430,False,,2023-10-21
Antec Basiq,88.34,ATX,,350,False,,2023-10-21
In Win IP-S300FF1-0,55.13,TFX,plus,300,False,,2023-10-21
Kingwin ABT-1050MM,94.98,ATX,,1050,False,,2023-10-21
Fractal Design Anode Bronze,178.93,ATX,bronze,750,Semi,Black,2023-10-21
FSP Group Hydro PTM PRO,179.99,ATX,platinum,850,Full,Black,2023-10-21
SeaSonic SSP-300TBS,74.75,TFX,bronze,300,False,Silver,2023-10-21
Rosewill CFZ,99.9,ATX,bronze,750,Semi,Black,2023-10-21
SeaSonic PRIME Ultra Platinum 850,359.99,ATX,platinum,850,Full,Black,2023-10-21
SeaSonic SS-300ES Bronze,104.44,ATX,bronze,300,False,,2023-10-21
be quiet! Dark Power Pro 10,188.59,ATX,gold,650,Semi,,2023-10-21
SeaSonic Platinum,134.69,ATX,bronze,600,False,,2023-10-21
Antec True Power,252.83,ATX,bronze,850,Full,,2023-10-21
Sparkle FSP350-60GNV,69.99,SFX,,350,False,,2023-10-21
Antec Earthwatts Green,104.64,ATX,bronze,430,False,,2023-10-21
Antec High Current Gamer,249.99,ATX,bronze,400,False,,2023-10-21
FSP Group FSP300-60LG-5K,153.74,Flex ATX,bronze,300,False,,2023-10-21
SeaSonic SS-600ES,101.1,ATX,bronze,600,False,Gray,2023-10-21
SeaSonic SS-850HT Silver,169.0,ATX,silver,850,False,,2023-10-21
Apex AL-A400ATX,80.0,ATX,,400,False,,2023-10-21
SeaSonic SS-400ET Bronze,91.33,ATX,bronze,400,False,,2023-10-21
Sparkle ATX-300PA,187.99,ATX,,300,False,,2023-10-21
StarTech ATX2PW500PRO,159.36,ATX,,500,False,,2023-10-21
Cooler Master eXtreme Power Plus,56.48,ATX,,500,False,,2023-10-21
Corsair TX750 V2,384.92,ATX,bronze,750,False,,2023-10-21
Super Flower Leadex III ARGB Pro,189.0,ATX,gold,750,Full,Black,2023-10-21
Rosewill Green,170.0,ATX,plus,530,False,,2023-10-21
Rosewill VALENS-600,140.0,ATX,gold,600,False,,2023-10-21
Thermaltake Toughpower GF3 TT Premium,164.99,ATX,gold,1200,Full,Black,2023-10-21
Super Flower Leadex III Gold,114.99,ATX,gold,850,Full,Black,2023-10-21
Thermaltake Smart BX1 650,64.98,ATX,bronze,650,False,Black,2023-10-21
SeaSonic FOCUS Plus Platinum,149.99,ATX,platinum,650,Full,,2023-10-21
SeaSonic VERTEX GX-1000,219.99,ATX,gold,1000,Full,Black / Silver,2023-10-21
Corsair RM750x White (2018),248.0,ATX,gold,750,Full,White / Black,2023-10-21
EVGA SuperNOVA 850 G2,319.99,ATX,gold,850,Full,,2023-10-21
Super Flower Leadex Platinum SE,179.99,ATX,platinum,1200,Full,Black,2023-10-21
Super Flower Leadex III Gold,104.99,ATX,gold,750,Full,Black,2023-10-21
EVGA SuperNOVA 1000 G6,204.37,ATX,gold,1000,Full,Black,2023-10-21
be quiet! Straight Power 12,202.34,ATX,platinum,850,Full,Black,2023-10-21
EVGA 500 BQ,115.99,ATX,bronze,500,Semi,,2023-10-21
EVGA SuperNOVA 1600 T2,599.99,ATX,titanium,1600,Full,,2023-10-21
EVGA 850 BQ,104.99,ATX,bronze,850,Semi,,2023-10-21
Silverstone SST-TX300,74.98,TFX,bronze,300,False,Black,2023-10-21
Super Flower Leadex Platinum SE,159.99,ATX,platinum,1000,Full,Black,2023-10-21
Corsair HX1200i,599.0,ATX,platinum,1200,Full,,2023-10-21
Corsair CX550F,94.99,ATX,bronze,550,Full,White / Black,2023-10-21
Silverstone HELA 1200R,233.03,ATX,platinum,1200,Full,Black,2023-10-21
be quiet! System Power 9 700 CM,148.2,ATX,bronze,700,Semi,Black,2023-10-21
EVGA 650 GQ,157.99,ATX,gold,650,Semi,,2023-10-21
be quiet! Dark Power 13,209.9,ATX,titanium,750,Full,Black,2023-10-21
be quiet! Pure Power 11 600,119.92,ATX,gold,600,Semi,Black,2023-10-21
EVGA SuperNOVA 1000 P3,219.99,ATX,platinum,1000,Full,Black / Silver,2023-10-21
be quiet! SFX L Power,165.93,SFX,gold,500,Full,,2023-10-21
Corsair RM650,194.88,ATX,gold,650,Full,Black,2023-10-21
EVGA SuperNOVA 550 GM,139.99,SFX,gold,550,Full,Black,2023-10-21
Super Flower Leadex V Pro,169.99,ATX,platinum,1000,Full,White,2023-10-21
SeaSonic FOCUS Plus Gold,199.99,ATX,gold,1000,Full,Black,2023-10-21
Asus ROG THOR P2 Gaming EVA Edition,470.15,ATX,platinum,1000,Full,Black / Silver,2023-10-21
Corsair HX850 Platinum,379.0,ATX,platinum,850,Full,,2023-10-21
Thermaltake Toughpower GF3 TT Premium,194.99,ATX,gold,1350,Full,Black,2023-10-21
Asus ROG THOR 850P,224.2,ATX,platinum,850,Full,Black / Red,2023-10-21
EVGA SuperNOVA 750 G3,277.99,ATX,gold,750,Full,,2023-10-21
Corsair RM850e (2022),292.33,ATX,gold,850,Full,Black,2023-10-21
Corsair CX650M,218.0,ATX,bronze,650,Semi,,2023-10-21
GameMax GX Pro Rampage,99.99,ATX,gold,850,Full,Black,2023-10-21
Silverstone SX1000-LPT,287.85,SFX,platinum,1000,Full,Black,2023-10-21
Cooler Master V850 Gold i,228.36,ATX,gold,850,Full,Black / Gold,2023-10-21
GameMax RGB Rainbow,109.99,ATX,gold,850,Full,Black,2023-10-21
SeaSonic PRIME TX,439.99,ATX,titanium,1300,Full,Black / Silver,2023-10-21
SeaSonic G12 GM,123.6,ATX,gold,650,Semi,Black / Blue,2023-10-21
be quiet! System Power 10,144.0,ATX,bronze,550,False,Black,2023-10-21
EVGA 550 B5,151.66,ATX,bronze,550,Full,Black,2023-10-21
Asus ROG THOR P2 Gaming,159.99,ATX,platinum,850,Full,Black / Silver,2023-10-21
MSI MEG Ai1000P PCIE5,267.44,ATX,platinum,1000,Full,Black / Copper,2023-10-21
Thermaltake Toughpower GF A3 - TT Premium Edition,104.99,ATX,gold,850,Full,Black,2023-10-21
be quiet! Straight Power 11 750W,135.99,ATX,gold,750,Full,,2023-10-21
Rosewill HIVE,85.99,ATX,bronze,850,Full,,2023-10-21
EVGA SuperNOVA 650 G5,109.99,ATX,gold,650,Full,Black / Green,2023-10-21
Corsair RM850x (2018),144.99,ATX,gold,850,Full,Black,2023-10-21
Corsair CX550M,236.0,ATX,bronze,550,Semi,,2023-10-21
be quiet! Dark Power 13,249.9,ATX,titanium,850,Full,Black,2023-10-21
ADATA XPG PYLON,75.89,ATX,bronze,650,False,Black,2023-10-21
SeaSonic FOCUS PX,189.99,ATX,platinum,850,Full,Black,2023-10-21
Corsair RMe (2023),179.99,ATX,gold,1200,Full,Black,2023-10-21
Silverstone SFX,110.88,SFX,gold,500,Full,,2023-10-21
Cooler Master V750 Gold i,138.68,ATX,gold,750,Full,Black / Gold,2023-10-21
SeaSonic FOCUS,147.98,ATX,gold,850,Semi,Black,2023-10-21
Corsair RM650x (2018),179.27,ATX,gold,650,Full,Black / Silver,2023-10-21
be quiet! SFX L Power,128.58,SFX,gold,600,Full,,2023-10-21
Cooler Master V650 V2,130.76,ATX,gold,650,Full,White,2023-10-21
EVGA GE,89.99,ATX,gold,800,False,Black,2023-10-21
Deepcool PQ750M,109.99,ATX,gold,750,Full,Black,2023-10-21
Cooler Master V650 SFX GOLD,123.72,SFX,gold,650,Full,Black,2023-10-21
be quiet! Straight Power 12,249.9,ATX,platinum,1200,Full,Black,2023-10-21
Deepcool PQ850M,122.99,ATX,gold,850,Full,Black,2023-10-21
Gigabyte UD1000GM PG5 (rev. 2.0),129.99,ATX,gold,1000,Full,Black,2023-10-21
Apevia Signature,69.98,ATX,bronze,1050,Semi,Black,2023-10-21
Thermaltake Smart BM3,69.98,ATX,bronze,650,Semi,Black,2023-10-21
NZXT C650 (2022),119.99,ATX,gold,650,Full,Black,2023-10-21
ADATA XPG CORE Reactor 750,99.99,ATX,gold,750,Full,Black,2023-10-21
EVGA 850 GQ,173.02,ATX,gold,850,Semi,,2023-10-21
SeaSonic PRIME Ultra Titanium,284.99,ATX,titanium,1000,Full,,2023-10-21
EVGA 750 GQ,109.95,ATX,gold,750,Semi,,2023-10-21
Asus ROG Strix,157.16,ATX,gold,750,Full,Black / Red,2023-10-21
EVGA 750 BP,79.99,ATX,bronze,750,False,Black,2023-10-21
Deepcool PQ1000M,149.99,ATX,gold,1000,Full,Black,2023-10-21
Asus ROG LOKI,199.99,SFX,platinum,850,Full,Black / Silver,2023-10-21
Thermaltake Toughpower GF A3 - TT Premium Edition,139.99,ATX,gold,1050,Full,Black,2023-10-21
Corsair RM850x,184.99,ATX,gold,850,Full,,2023-10-21
EVGA 850 B5,109.99,ATX,bronze,850,Full,Black,2023-10-21
Cougar POLAR,249.9,ATX,platinum,1200,Full,White,2023-10-21
Corsair Vengeance 750M,94.99,ATX,silver,750,Semi,,2023-10-21
EVGA SuperNOVA 750 G6,140.88,ATX,gold,750,Full,Black,2023-10-21
Silverstone Essential,59.99,ATX,bronze,550,False,Black,2023-10-21
Deepcool PX-G,142.29,ATX,gold,1000,Full,Black,2023-10-21
Gigabyte UD850GM PG5 (rev. 2.0),160.98,ATX,gold,850,Full,Black,2023-10-21
Corsair HX750 Platinum,289.0,ATX,platinum,750,Full,,2023-10-21
Corsair RM1000e (2022),245.0,ATX,gold,1000,Full,Black,2023-10-21
SeaSonic FOCUS Gold,93.99,ATX,gold,550,Semi,,2023-10-21
Phanteks Revolt SFX,189.99,SFX,platinum,850,Full,Black,2023-10-21
Super Flower LEADEX VII XG,184.99,ATX,gold,1300,Full,Black,2023-10-21
Fractal Design Ion Gold,197.55,ATX,gold,850,Full,Black,2023-10-21
SeaSonic PRIME PX-1600 ATX 3.0,509.99,ATX,platinum,1600,Full,Black / Silver,2023-10-21
Corsair RM750,218.99,ATX,gold,750,Full,Black,2023-10-21
Cooler Master V750 SFX GOLD,178.99,SFX,gold,750,Full,White,2023-10-21
Silverstone DA750 Gold,131.21,ATX,gold,750,Full,Black / White,2023-10-21
be quiet! System Power 9 CM,138.94,ATX,bronze,400,Semi,Black,2023-10-21
Silverstone SFX,73.98,SFX,bronze,300,False,Black,2023-10-21
Corsair RM850x (2018),280.0,ATX,gold,850,Full,White / Black,2023-10-21
Corsair RM750,219.99,ATX,gold,750,Full,,2023-10-21
Cooler Master XG850 Plus,169.99,ATX,platinum,850,Full,Black,2023-10-21
GameMax RGB Rainbow,99.99,ATX,gold,750,Full,Black,2023-10-21
SeaSonic FOCUS SGX (2021),169.99,SFX,gold,750,Full,Black,2023-10-21
Silverstone FX350-G,97.99,Flex ATX,gold,350,False,Black,2023-10-21
Vetroo GV1000,129.99,ATX,gold,1000,Full,Black,2023-10-21
Silverstone Extreme 850R Platinum,218.13,SFX,platinum,850,Full,Black,2023-10-21
Antec Basiq,200.0,ATX,plus,550,Semi,,2023-10-21
SeaSonic VERTEX PX-1200,329.99,ATX,platinum,1200,Full,Black / Silver,2023-10-21
Thermaltake Toughpower GX1,81.66,ATX,gold,600,False,Black,2023-10-21
Corsair CX650F,199.93,ATX,bronze,650,Full,Black,2023-10-21
Thermaltake Toughpower TF1 - TT Premium,399.99,ATX,titanium,1550,Full,Black,2023-10-21
Thermaltake Smart BX1,104.68,ATX,bronze,750,False,Black,2023-10-21
Enermax REVOLUTION D.F. 2,149.99,ATX,gold,1200,Full,Black,2023-10-21
Asus ROG LOKI,310.5,SFX,platinum,750,Full,Black / Silver,2023-10-21
Corsair CX750M V2 (2017 Edition),209.0,ATX,bronze,750,Semi,Black / White,2023-10-21
