name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,snapshot_date,microarchitecture
Intel Core 2 Duo E6700,74.95,2,2.66,,65,,False,2024-03-27,
Intel Core i7-5775C,932.0,4,3.3,3.7,65,Iris Pro Graphics 6200,True,2024-03-27,
Intel Xeon E3-1245 V2,367.5,4,3.4,,77,Intel HD Graphics P4000,True,2024-03-27,
Intel Core i3-2105,60.0,2,3.1,,65,Intel HD Graphics 3000,True,2024-03-27,
AMD Athlon II X4 620,59.49,4,2.6,,95,,False,2024-03-27,
Intel Pentium G3250,61.0,2,3.2,,53,Intel HD Graphics,False,2024-03-27,
AMD FX-9370,694.0,8,4.4,4.7,220,,False,2024-03-27,
Intel Xeon E3-1225 V2,199.99,4,3.2,,77,Intel HD Graphics P4000,False,2024-03-27,
AMD A10-5800K,78.02,4,3.8,,100,Radeon HD 7660D,False,2024-03-27,
Intel Xeon E-2146G,777.0,6,3.5,4.5,80,Intel HD Graphics P630,True,2024-03-27,
Intel Pentium Gold G5600,116.95,2,3.9,,54,Intel UHD Graphics 630,True,2024-03-27,
Intel Pentium E5800,58.0,2,3.2,,65,,False,2024-03-27,
Intel Xeon E5-2643 V2,403.96,6,3.5,3.8,130,,True,2024-03-27,
AMD A4-3300,89.95,2,2.5,,65,Radeon HD 6410D,False,2024-03-27,
Intel Xeon E5-2643 V3,229.95,6,3.4,3.7,135,,True,2024-03-27,
Intel Core i9-9940X,998.95,14,3.3,4.4,165,,True,2024-03-27,
Intel Celeron 430,59.95,1,1.8,,35,,False,2024-03-27,
AMD FX-4350,113.51,4,4.2,,125,,False,2024-03-27,
Intel Xeon E3-1220 V6,398.95,4,3.0,3.5,72,,False,2024-03-27,
Intel Core i5-7640X,225.4,4,4.0,4.2,112,,False,2024-03-27,
Intel Pentium E5300,59.49,2,2.6,,65,,False,2024-03-27,
Intel Core i5-3450S,95.0,4,2.8,,65,Intel HD Graphics 2500,False,2024-03-27,
Intel Core i3-3210,70.0,2,3.2,,55,Intel HD Graphics 2500,True,2024-03-27,
AMD Phenom II X4 975,168.02,4,3.6,,125,,False,2024-03-27,
Intel Xeon E5-2630L V3,410.0,8,1.8,2.9,55,,True,2024-03-27,
Intel Core i5-8600,269.95,6,3.1,4.3,65,Intel UHD Graphics 630,False,2024-03-27,
Intel Core i5-3330S,149.94,4,2.7,3.2,65,Intel HD Graphics 2500,False,2024-03-27,
AMD A12-9800E,138.02,4,3.1,3.8,35,Radeon R7 (on-die),False,2024-03-27,
Intel Core i7-860S,100.0,4,2.53,,82,,True,2024-03-27,
Intel Pentium E2140,79.95,2,1.6,,65,,False,2024-03-27,
Intel Core i3-4370,60.0,2,3.8,,54,Intel HD Graphics 4600,True,2024-03-27,
Intel Xeon E5-2623 V3,229.95,4,3.0,3.5,105,,True,2024-03-27,
Intel Pentium G2140,45.0,2,3.3,,55,Intel HD Graphics,False,2024-03-27,
Intel Xeon E5-2665,149.94,8,2.4,3.1,115,,True,2024-03-27,
AMD A4-3400,134.09,2,2.7,,65,Radeon HD 6410D,False,2024-03-27,
Intel Core 2 Duo E6550,89.95,2,2.33,,65,,False,2024-03-27,
Intel Xeon E-2136,417.51,6,3.3,4.5,80,,True,2024-03-27,
Intel Xeon E3-1285 V6,929.95,4,4.1,4.5,79,Intel HD Graphics 630,True,2024-03-27,
Intel Xeon E-2104G,550.0,4,3.2,,65,Intel HD Graphics P630,False,2024-03-27,
Intel Xeon E-2174G,655.27,4,3.8,4.7,71,Intel HD Graphics P630,True,2024-03-27,
Intel Pentium G4620,224.95,2,3.7,,51,Intel HD Graphics 630,True,2024-03-27,
AMD A6-7470K,89.0,2,3.7,4.0,65,Radeon R5 (on die),False,2024-03-27,
Intel Core i3-6100T,149.94,2,3.2,,35,Intel HD Graphics 530,True,2024-03-27,
Intel Core i3-3245,80.0,2,3.4,,55,Intel HD Graphics 4000,True,2024-03-27,
Intel Core i7-860,189.95,4,2.8,,95,,True,2024-03-27,
Intel Core i3-3220T,105.0,2,2.8,,35,Intel HD Graphics 2500,True,2024-03-27,
Intel Core i5-661,80.0,2,3.33,,87,Intel HD Graphics,True,2024-03-27,
Intel Core 2 Duo E8400,178.24,2,3.0,,65,,False,2024-03-27,
Intel Xeon E3-1225 V5,295.0,4,3.3,3.7,80,Intel HD Graphics P530,False,2024-03-27,
Intel Celeron G530,51.99,2,2.4,,65,Intel HD Graphics,False,2024-03-27,
AMD Athlon II X3 435,159.94,3,2.9,,95,,False,2024-03-27,
Intel Xeon E5-2640,42.23,6,2.5,3.0,95,,True,2024-03-27,
Intel Core i5-660,149.94,2,3.33,,73,Intel HD Graphics,True,2024-03-27,
Intel Pentium G840,45.0,2,2.8,,65,Intel HD Graphics,False,2024-03-27,
Intel Core 2 Quad Q9300,172.0,4,2.5,,95,,False,2024-03-27,
AMD Phenom II X4 830,55.05,4,2.8,,95,,False,2024-03-27,
Intel Pentium Gold G6600,124.56,2,4.2,,58,Intel UHD Graphics 630,True,2024-03-27,
Intel Xeon E3-1240 V2,345.0,4,3.4,,69,,True,2024-03-27,
Intel Xeon E3-1220 V6,389.95,4,3.0,3.5,72,,False,2024-03-27,
Intel Xeon E3-1270 V6,725.37,4,3.8,4.2,72,,True,2024-03-27,
Intel Core 2 Duo E6850,89.95,2,3.0,,65,,False,2024-03-27,
Intel Xeon E5-2620 V3,95.07,6,2.4,3.2,85,,True,2024-03-27,
Intel Xeon E-2236,415.39,6,3.4,4.8,80,,True,2024-03-27,
Intel Xeon E3-1225 V6,349.95,4,3.3,3.7,73,Intel HD Graphics P630,False,2024-03-27,
Intel Core i7-7740X,504.57,4,4.3,4.5,112,,True,2024-03-27,
Intel Core i7-4960X Extreme Edition,775.04,6,3.6,4.0,130,,True,2024-03-27,
Intel Core i3-6320,165.0,2,3.9,,51,Intel HD Graphics 530,True,2024-03-27,
Intel Celeron G4900T,59.95,2,1.8,,35,Intel UHD Graphics 610,False,2024-03-27,
Intel Core i3-9100F,114.43,4,3.6,4.2,65,,False,2024-03-27,
Intel Xeon E5-2660,16.44,8,2.2,3.0,95,,True,2024-03-27,
Intel Core i3-13100,146.79,4,3.4,4.5,60,Intel UHD Graphics 730,True,2024-03-27,
Intel Core i5-7400,110.0,4,3.0,3.5,65,Intel HD Graphics 630,False,2024-03-27,
Intel Core i7-4790,139.94,4,3.6,4.0,84,Intel HD Graphics 4600,True,2024-03-27,
Intel Core i7-11700,217.99,8,2.5,4.9,65,Intel UHD Graphics 750,True,2024-03-27,
Intel Celeron G6900,86.13,2,3.4,,46,Intel UHD Graphics 710,False,2024-03-27,
AMD Ryzen 9 3950X,2147.03,16,3.5,4.7,105,,True,2024-03-27,
Intel Core i9-9900KF,369.0,8,3.6,5.0,95,,True,2024-03-27,
Intel Core i7-10700KF,240.0,8,3.8,5.1,125,,True,2024-03-27,
AMD Ryzen 7 1700,195.0,8,3.0,3.7,65,,True,2024-03-27,
Intel Xeon E5-2699 V4,294.0,22,2.2,3.6,145,,True,2024-03-27,
Intel Core i5-8600K,205.0,6,3.6,4.3,95,Intel UHD Graphics 630,False,2024-03-27,
AMD Ryzen 3 2200G,130.0,4,3.5,3.7,65,Radeon Vega 8,False,2024-03-27,
AMD FX-8350,218.36,8,4.0,,125,,False,2024-03-27,
Intel Core i5-12500,195.99,6,3.0,4.6,65,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i9-10900KF,274.0,10,3.7,5.3,125,,True,2024-03-27,
Intel Core i5-11600K,194.0,6,3.9,4.9,125,Intel UHD Graphics 750,True,2024-03-27,
Intel Core i9-14900,567.72,24,2.0,5.8,65,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i3-10105F,81.16,4,3.7,4.4,65,,True,2024-03-27,
Intel Core i9-12900KS,359.0,16,3.4,5.5,150,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i7-4770,74.95,4,3.4,3.9,84,Intel HD Graphics 4600,True,2024-03-27,
Intel Core i3-10100,94.47,4,3.6,4.3,65,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i5-11400,136.75,6,2.6,4.4,65,Intel UHD Graphics 730,True,2024-03-27,
AMD Ryzen 3 3100,65.98,4,3.6,3.9,65,,True,2024-03-27,
AMD Ryzen 5 1600 (12nm),120.0,6,3.2,3.6,65,,True,2024-03-27,
Intel Core i5-7500,89.0,4,3.4,3.8,65,Intel HD Graphics 630,False,2024-03-27,
Intel Celeron G5900,39.99,2,3.4,,58,Intel UHD Graphics 610,False,2024-03-27,
Intel Core i7-6950X,425.0,10,3.0,3.5,140,,True,2024-03-27,
Intel Core i7-10700,219.99,8,2.9,4.8,65,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i7-9700,260.26,8,3.0,4.7,65,Intel HD Graphics 630,False,2024-03-27,
AMD Athlon 3000G (14nm),65.0,2,3.5,,35,Radeon Vega 3,True,2024-03-27,
AMD Athlon II X2 240,29.48,2,2.8,,65,,False,2024-03-27,
Intel Core i7-3770K,175.0,4,3.5,,77,Intel HD Graphics 4000,True,2024-03-27,
Intel Core i7-9700KF,280.0,8,3.6,4.9,95,,False,2024-03-27,
Intel Core i9-10900F,236.69,10,2.8,5.2,65,,True,2024-03-27,
Intel Core i5-4570,104.54,4,3.2,,84,Intel HD Graphics 4600,False,2024-03-27,
AMD Ryzen 5 1400,110.0,4,3.2,3.4,65,,True,2024-03-27,
Intel Core i7-8700K,252.5,6,3.7,4.7,95,Intel UHD Graphics 630,True,2024-03-27,
AMD Ryzen 7 3800XT,402.58,8,3.9,4.7,105,,True,2024-03-27,
AMD Ryzen 3 3300X,150.0,4,3.8,4.3,65,,True,2024-03-27,
Intel Core i5-9400,160.91,6,2.9,4.1,65,Intel UHD Graphics 630,False,2024-03-27,
Intel Core i3-4130,43.0,2,3.4,,54,Intel HD Graphics 4400,True,2024-03-27,
AMD Threadripper 1900X,109.99,8,3.8,4.0,180,,True,2024-03-27,
Intel Core i5-4460,82.46,4,3.2,3.4,84,Intel HD Graphics 4600,False,2024-03-27,
Intel Xeon E5-1650 V4,28.31,6,3.6,4.0,140,,True,2024-03-27,
AMD Ryzen 7 1700X,225.0,8,3.4,3.8,95,,True,2024-03-27,
AMD Ryzen 9 3900XT,450.0,12,3.8,4.7,105,,True,2024-03-27,
Intel Core i5-11600KF,162.29,6,3.9,4.9,125,,True,2024-03-27,
Intel Core i9-13900,495.0,24,2.0,5.6,65,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i5-8500,139.97,6,3.0,4.1,65,Intel UHD Graphics 630,False,2024-03-27,
Intel Core i7-9700F,299.0,8,3.0,4.7,65,,False,2024-03-27,
Intel Core i9-13900F,516.99,24,2.0,5.6,65,,True,2024-03-27,
Intel Core i5-7600K,210.0,4,3.8,4.2,91,Intel HD Graphics 630,False,2024-03-27,
Intel Core i9-9900KS,1989.0,8,4.0,5.0,127,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i5-3470,69.0,4,3.2,,77,Intel HD Graphics 2500,False,2024-03-27,
Intel Core i3-8100,110.0,4,3.6,,65,Intel UHD Graphics 630,False,2024-03-27,
Intel Core i5-14400,229.99,10,2.5,4.7,65,Intel UHD Graphics 730,True,2024-03-27,
Intel Core i7-11700KF,249.0,8,3.6,5.0,125,,True,2024-03-27,
AMD Threadripper 2990WX,2500.0,32,3.0,4.2,250,,True,2024-03-27,
AMD Ryzen 5 3600,163.55,6,3.6,4.2,65,,True,2024-03-27,
Intel Core i9-14900F,559.99,24,2.0,5.8,65,,True,2024-03-27,
Intel Core i5-4690,52.0,4,3.5,3.9,84,Intel HD Graphics 4600,False,2024-03-27,
AMD Ryzen 5 2400G,128.55,4,3.6,3.9,65,Radeon Vega 11,True,2024-03-27,
Intel Core i9-10980XE,1200.0,18,3.0,4.8,165,,True,2024-03-27,
AMD Ryzen 5 1600X,125.0,6,3.6,4.0,95,,True,2024-03-27,
AMD Ryzen 7 2700,185.0,8,3.2,4.1,65,,True,2024-03-27,
AMD Ryzen 5 5600GT,140.0,6,3.6,4.6,65,Radeon Vega 7,True,2024-03-27,
Intel Core i7-3770,80.0,4,3.4,,77,Intel HD Graphics 4000,True,2024-03-27,
Intel Core i3-14100F,119.99,4,3.5,4.7,58,,True,2024-03-27,
AMD Ryzen 9 3900X,415.0,12,3.8,4.6,105,,True,2024-03-27,
Intel Core i9-13900KF,494.98,24,3.0,5.8,125,,True,2024-03-27,
Intel Core i3-13100F,119.99,4,3.4,4.5,58,,True,2024-03-27,
Intel Core i9-9900K,459.0,8,3.6,5.0,95,Intel UHD Graphics 630,True,2024-03-27,
AMD Ryzen 7 2700X,210.0,8,3.7,4.3,105,,True,2024-03-27,
Intel Core i5-11400F,108.0,6,2.6,4.4,65,,True,2024-03-27,
Intel Core i7-10700K,243.41,8,3.8,5.1,125,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i5-13500,244.85,14,2.5,4.8,65,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i9-13900KS,599.99,24,3.0,6.0,150,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i3-12100,118.83,4,3.3,4.3,60,Intel UHD Graphics 730,True,2024-03-27,
Intel Celeron E1400,14.0,2,2.0,,65,,False,2024-03-27,
AMD Ryzen 5 3600X,210.0,6,3.8,4.4,95,,True,2024-03-27,
Intel Core i9-14900KS,699.99,24,3.2,6.2,150,,True,2024-03-27,
Intel Core i7-8700K,198.0,6,3.7,4.7,95,Intel UHD Graphics 630,True,2024-03-27,
AMD Ryzen 3 3200G,87.35,4,3.6,4.0,65,Radeon Vega 8,False,2024-03-27,
Intel Core i3-10100F,68.95,4,3.6,4.3,65,,True,2024-03-27,
Intel Core i7-13700KF,334.99,16,3.4,5.4,125,,True,2024-03-27,
AMD FX-9370,198.5,8,4.4,4.7,220,,False,2024-03-27,
AMD Ryzen 7 5700X3D,247.0,8,3.0,4.1,105,,True,2024-03-27,
AMD Ryzen 3 4100,68.98,4,3.8,4.0,65,,True,2024-03-27,
Intel Core i5-14400F,209.99,10,2.5,4.7,65,,True,2024-03-27,
AMD Ryzen 5 4600G,90.0,6,3.7,4.2,65,Radeon Vega 7,True,2024-03-27,
Intel Core i7-7700K,250.0,4,4.2,4.5,91,Intel HD Graphics 630,True,2024-03-27,
Intel Core i5-10400F,101.44,6,2.9,4.3,65,,True,2024-03-27,
AMD Ryzen 9 7900,368.98,12,3.6,5.4,65,Radeon,True,2024-03-27,
Intel Core i5-12400,152.69,6,2.5,4.4,65,Intel UHD Graphics 730,True,2024-03-27,
Intel Core i5-14500,230.63,14,2.6,5.0,65,Intel UHD Graphics 770,True,2024-03-27,
AMD Ryzen 5 8600G,228.99,6,4.3,5.0,65,Radeon 760M,True,2024-03-27,
AMD Ryzen 5 2600,155.0,6,3.4,3.9,65,,True,2024-03-27,
Intel Core i7-9700K,275.13,8,3.6,4.9,95,Intel UHD Graphics 630,False,2024-03-27,
AMD Ryzen 7 8700G,329.0,8,4.2,5.1,65,Radeon 780M,True,2024-03-27,
Intel Core i5-4670K,63.5,4,3.4,,84,Intel HD Graphics 4600,False,2024-03-27,
Intel Core i7-13700F,344.99,16,2.1,5.2,65,,True,2024-03-27,
Intel Core i9-12900KF,299.99,16,3.2,5.2,125,,True,2024-03-27,
Intel Core i5-10600KF,124.0,6,4.1,4.8,125,,True,2024-03-27,
Intel Core i5-6600K,130.0,4,3.5,3.9,91,Intel HD Graphics 530,False,2024-03-27,
AMD Threadripper 3960X,1300.0,24,3.8,4.5,280,,True,2024-03-27,
AMD Ryzen 5 5500GT,125.0,6,3.6,4.4,65,Radeon Vega 7,True,2024-03-27,
Intel Core i7-11700F,204.99,8,2.5,4.9,65,,True,2024-03-27,
Intel Core i9-10850K,286.0,10,3.6,5.2,125,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i7-14700,384.99,20,2.1,5.4,65,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i7-12700,265.49,12,2.1,4.9,65,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i7-6700,135.0,4,3.4,4.0,65,Intel HD Graphics 530,True,2024-03-27,
Intel Core i9-11900KF,240.0,8,3.5,5.3,125,,True,2024-03-27,
Intel Core i7-13700,371.99,16,2.1,5.2,65,Intel UHD Graphics 770,True,2024-03-27,
AMD Ryzen 9 3950X,515.0,16,3.5,4.7,105,,True,2024-03-27,
Intel Core i3-14100,139.99,4,3.5,4.7,60,Intel UHD Graphics 730,True,2024-03-27,
Intel Core i5-4690K,53.5,4,3.5,3.9,88,Intel HD Graphics 4600,False,2024-03-27,
Intel Core i5-8400,140.0,6,2.8,4.0,65,Intel UHD Graphics 630,False,2024-03-27,
Intel Core i5-6500,70.0,4,3.2,3.6,65,Intel HD Graphics 530,False,2024-03-27,
AMD Ryzen 5 3400G,132.0,4,3.7,4.2,65,Radeon Vega 11,True,2024-03-27,
Intel Core i5-9400F,107.99,6,2.9,4.1,65,,False,2024-03-27,
AMD Threadripper 3970X,1770.0,32,3.7,4.5,280,,True,2024-03-27,
Intel Core i7-6700K,180.0,4,4.0,4.2,91,Intel HD Graphics 530,True,2024-03-27,
AMD Ryzen 7 3800X,295.0,8,3.9,4.5,105,,True,2024-03-27,
Intel Core i7-14700F,369.99,20,2.1,5.4,65,,True,2024-03-27,
Intel Core i7-11700K,240.95,8,3.6,5.0,125,Intel UHD Graphics 750,True,2024-03-27,
Intel Core i7-12700F,250.0,12,2.1,4.9,65,,True,2024-03-27,
AMD Ryzen 5 2600X,195.0,6,3.6,4.2,95,,True,2024-03-27,
Intel Core i9-11900K,265.0,8,3.5,5.3,125,Intel UHD Graphics 750,True,2024-03-27,
Intel Core i5-9600K,164.0,6,3.7,4.6,95,Intel UHD Graphics 630,False,2024-03-27,
Intel Core i5-10600K,151.0,6,4.1,4.8,125,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i7-8700,200.0,6,3.2,4.6,65,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i5-10400,133.96,6,2.9,4.3,65,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i9-10900K,490.0,10,3.7,5.3,125,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i5-13400,228.99,10,2.5,4.6,65,Intel UHD Graphics 730,True,2024-03-27,
Intel Core i7-2600,200.62,4,3.4,,95,Intel HD Graphics 2000,True,2024-03-27,
Intel Core i7-10700F,225.95,8,2.9,4.8,65,,True,2024-03-27,
AMD Ryzen 3 1200 (14nm),105.0,4,3.1,3.4,65,,False,2024-03-27,
Intel Core i5-4670S,549.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,2024-03-27,
Intel Pentium G2020,34.99,2,2.9,,55,Intel HD Graphics,False,2024-03-27,
AMD 2650,169.0,2,1.45,,25,Radeon HD 8240,False,2024-03-27,
Intel Core i7-3930K,250.0,6,3.2,,130,,True,2024-03-27,
Intel Core i3-530,45.0,2,2.93,,73,Intel HD Graphics,True,2024-03-27,
AMD FX-6100,72.8,6,3.3,,95,,False,2024-03-27,
Intel Core i5-10600,349.95,6,3.3,4.8,65,Intel UHD Graphics 630,True,2024-03-27,
AMD 5350,120.0,4,2.05,,25,Radeon HD 8400,False,2024-03-27,
AMD FX-8300,112.02,8,3.3,,95,,False,2024-03-27,
Intel Core i5-4670,63.5,4,3.4,,84,Intel HD Graphics 4600,False,2024-03-27,
Intel Pentium G4560,91.34,2,3.5,,54,Intel HD Graphics 610,True,2024-03-27,
Intel Celeron G3930T,39.0,2,2.7,,35,Intel HD Graphics 610,False,2024-03-27,
Intel Celeron G3900,39.95,2,2.8,,51,Intel HD Graphics 510,False,2024-03-27,
Intel Core i3-2120,170.0,2,3.3,,65,Intel HD Graphics 2000,True,2024-03-27,
Intel Core i9-7980XE,1106.2,18,2.6,4.4,165,,True,2024-03-27,
Intel Core i9-10940X,820.0,14,3.3,4.8,165,,True,2024-03-27,
Intel Core i7-7740X,250.0,4,4.3,4.5,112,,True,2024-03-27,
Intel Core i5-7400T,145.0,4,2.4,3.0,35,Intel HD Graphics 630,False,2024-03-27,
Intel Core i7-4770S,119.0,4,3.1,,65,Intel HD Graphics 4600,True,2024-03-27,
Intel Celeron G5925,45.99,2,3.6,,58,Intel UHD Graphics 610,False,2024-03-27,
Intel Core i7-9700,299.8,8,3.0,4.7,65,Intel HD Graphics 630,False,2024-03-27,
AMD Athlon II X4 640,57.01,4,3.0,,95,,False,2024-03-27,
Intel Xeon E5-2683 V4,189.95,16,2.1,3.0,120,,True,2024-03-27,
AMD FX-6350,100.0,6,3.9,,125,,False,2024-03-27,
Intel Core i9-9900K (Standard Folding Box),465.0,8,3.6,5.0,95,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i7-7800X,499.99,6,3.5,4.0,140,,True,2024-03-27,
Intel Core i9-10920X,799.0,12,3.5,4.8,165,,True,2024-03-27,
Intel Core i3-2100,49.0,2,3.1,,65,Intel HD Graphics 2000,True,2024-03-27,
Intel Core i7-4820K,120.0,4,3.7,3.9,130,,True,2024-03-27,
AMD Threadripper 2970WX,1150.0,24,3.0,4.2,250,,True,2024-03-27,
Intel Core i9-7920X,586.2,12,2.9,4.4,140,,True,2024-03-27,
Intel Pentium G3258,51.36,2,3.2,,53,Intel HD Graphics,False,2024-03-27,
Intel Xeon E5-2630,25.18,6,2.3,,95,,True,2024-03-27,
Intel Core i7-3770S,75.0,4,3.1,,65,Intel HD Graphics 4000,True,2024-03-27,
Intel Xeon E5-2650 V2,185.0,8,2.6,3.4,95,,True,2024-03-27,
AMD FX-6300,78.51,6,3.5,,95,,False,2024-03-27,
Intel Core i5-9600KF,185.12,6,3.7,4.6,95,,False,2024-03-27,
AMD Athlon II X4 630,52.6,4,2.8,,95,,False,2024-03-27,
Intel Core 2 Duo E7600,192.63,2,3.06,,65,,False,2024-03-27,
Intel Core i7-8700T,199.0,6,2.4,4.0,35,Intel UHD Graphics 630,True,2024-03-27,
Intel Xeon E5-2630 V3,175.44,8,2.4,3.2,85,,True,2024-03-27,
Intel Core i7-860,339.0,4,2.8,,95,,True,2024-03-27,
Intel Core i7-7700T,489.95,4,2.9,3.8,35,Intel HD Graphics 630,True,2024-03-27,
Intel Core i5-750,75.0,4,2.66,,95,,False,2024-03-27,
Intel Core i3-10300,121.22,4,3.7,4.4,65,Intel UHD Graphics 630,True,2024-03-27,
Intel Celeron G4900,72.55,2,3.1,,65,Intel UHD Graphics 610,False,2024-03-27,
AMD A6-9500,89.95,2,3.5,3.8,65,Radeon R5 (on die),False,2024-03-27,
Intel Core i9-9980XE,1067.0,18,3.0,4.4,165,,True,2024-03-27,
AMD A10-7850K,139.84,4,3.7,4.0,95,Radeon R7 (on-die),False,2024-03-27,
Intel Core i7-920,90.0,4,2.66,,130,,True,2024-03-27,
AMD Athlon X2 340,120.0,2,3.2,,65,,False,2024-03-27,
Intel Core i5-9600,195.0,6,3.1,4.6,65,Intel UHD Graphics 630,False,2024-03-27,
Intel Core i7-6700,394.98,4,3.4,4.0,65,Intel HD Graphics 530,True,2024-03-27,
AMD FX-8370,281.98,8,4.0,4.3,125,,False,2024-03-27,
Intel Core i5-3450,69.0,4,3.1,,77,Intel HD Graphics 2500,False,2024-03-27,
Intel Core i9-9980XE,1498.95,18,3.0,4.4,165,,True,2024-03-27,
Intel Core i7-980X Extreme Edition,148.02,6,3.33,,130,,True,2024-03-27,
AMD FX-9590,302.58,8,4.7,5.0,220,,False,2024-03-27,
Intel Core i7-7800X,277.0,6,3.5,4.0,140,,True,2024-03-27,
Intel Pentium E2220,19.98,2,2.4,,65,,False,2024-03-27,
AMD FX-4350,122.96,4,4.2,,125,,False,2024-03-27,
AMD FX-6120,58.53,6,3.5,4.1,95,,False,2024-03-27,
Intel Core 2 Quad Q9550,52.55,4,2.83,,95,,False,2024-03-27,
Intel Core i3-10305,169.99,4,3.8,4.5,65,Intel UHD Graphics 630,True,2024-03-27,
Intel Celeron G5920,42.99,2,3.5,,58,Intel UHD Graphics 610,False,2024-03-27,
Intel Pentium Gold G5400,72.95,2,3.7,,58,Intel UHD Graphics 610,True,2024-03-27,
Intel Core i5-4440,100.0,4,3.1,3.3,84,Intel HD Graphics 4600,False,2024-03-27,
Intel Core i7-4770K,237.43,4,3.5,3.9,84,Intel HD Graphics 4600,True,2024-03-27,
AMD Ryzen 3 1200 (12nm),105.0,4,3.1,3.4,65,,False,2024-03-27,
Intel Xeon E5-2660 V4,399.0,14,2.0,3.2,105,,True,2024-03-27,
Intel Celeron 420,69.95,1,1.6,,35,,False,2024-03-27,
Intel 300,96.99,2,3.9,,46,Intel UHD Graphics 710,True,2024-03-27,
Intel Core i5-9500,160.74,6,3.0,4.4,65,Intel UHD Graphics 630,False,2024-03-27,
Intel Core i7-7700,150.0,4,3.6,4.2,65,Intel HD Graphics 630,True,2024-03-27,
Intel Core i5-2500K,246.13,4,3.3,,95,Intel HD Graphics 3000,False,2024-03-27,
Intel Core i3-7100,70.0,2,3.9,,51,Intel HD Graphics 630,True,2024-03-27,
Intel Pentium G640,30.0,2,2.8,,65,Intel HD Graphics,False,2024-03-27,
Intel Core 2 Duo E8400,27.55,2,3.0,,65,,False,2024-03-27,
Intel Core i9-9900,464.15,8,3.1,5.0,65,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i9-10900X,615.0,10,3.7,4.7,165,,True,2024-03-27,
AMD Athlon X4 845,50.0,4,3.5,3.8,65,,False,2024-03-27,
Intel Core i9-11900F,242.99,8,2.5,5.2,65,,True,2024-03-27,
Intel Core i9-9900K,699.99,8,3.6,5.0,95,Intel UHD Graphics 630,True,2024-03-27,
Intel Xeon E5-2683 V4,1998.95,16,2.1,3.0,120,,True,2024-03-27,
Intel Core i9-10900,283.99,10,2.8,5.2,65,Intel UHD Graphics 630,True,2024-03-27,
Intel Core i7-4790K,185.0,4,4.0,4.4,88,Intel HD Graphics 4600,True,2024-03-27,
Intel Xeon E5-2650 V4,79.0,12,2.2,2.9,105,,True,2024-03-27,
AMD Ryzen 5 1500X,195.0,4,3.5,3.7,65,,True,2024-03-27,
Intel Core i7-6800K,103.0,6,3.4,3.6,140,,True,2024-03-27,
Intel Core i5-7600,89.0,4,3.5,4.1,65,Intel HD Graphics 630,False,2024-03-27,
Intel Xeon E5-2640 V3,43.22,8,2.6,3.4,90,,True,2024-03-27,
Intel Core i3-6100,100.0,2,3.7,,51,Intel HD Graphics 530,True,2024-03-27,
Intel Core i3-10105,89.99,4,3.7,4.4,65,Intel UHD Graphics 630,True,2024-03-27,
AMD Threadripper 1950X,788.88,16,3.4,4.0,180,,True,2024-03-27,
Intel Xeon E5-2680 V4,1975.0,14,2.4,3.3,120,,True,2024-03-27,
Intel Core i7-2600K,85.0,4,3.4,,95,Intel HD Graphics 3000,True,2024-03-27,
Intel Core i5-12600,247.39,6,3.3,4.8,65,Intel UHD Graphics 770,True,2024-03-27,
Intel Core i5-10500,177.84,6,3.1,4.5,65,Intel UHD Graphics 630,True,2024-03-27,
AMD Ryzen 7 1800X,235.0,8,3.6,4.0,95,,True,2024-03-27,
Intel Core i5-3570K,122.49,4,3.4,,77,Intel HD Graphics 4000,False,2024-03-27,
Intel Core i7-6900K,120.0,8,3.2,3.7,140,,True,2024-03-27,
Intel Core i5-2400,253.03,4,3.1,,95,Intel HD Graphics 2000,False,2024-03-27,
Intel Core i5-11600,150.0,6,2.8,4.8,65,Intel UHD Graphics 750,True,2024-03-27,
AMD Threadripper 1920X,270.0,12,3.5,4.0,180,,True,2024-03-27,
Intel Core i3-4150,48.0,2,3.5,,54,Intel HD Graphics 4400,True,2024-03-27,
Intel Core i7-6950X,632.79,10,3.0,3.5,140,,True,2024-03-27,
Intel Core i7-7820X,375.0,8,3.6,4.5,140,,True,2024-03-27,
AMD Ryzen 5 3600,262.31,6,3.6,4.2,65,,True,2024-03-27,
